mean,mean,mean,std,std,std,ref,ref,ref,3,4,5,6,7,8,9,10,11,12,13,14,15,mc_avg,mc_std,mc_err,measured
1.133652066839454520e+00,3.783420270011518927e+00,4.980762164941062053e+00,8.727369090692410625e-01,2.502047306624271883e+00,1.356323585059852288e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,8.832694102061364738e-01,7.283975455237321484e-01,5.550952075288956289e-01,9.605854958213287942e-01,7.397931441327562085e-01,8.278114640965044124e-01,8.543477710797737767e-01,6.875306880710323476e-01,8.858725786653194323e-01,7.307360003238898560e-01,8.670670222525689308e-01,7.784003582720925296e-01,8.151362270953503852e-01,8.574224067395814775e-01,3.812365073726435405e+00,3.812365073726435571e-02,8.026501836999999639e-01
1.271517705161935741e+00,3.724100996136276986e+00,5.100372791829306252e+00,1.753235910342785253e+00,1.406378990726905531e+00,1.064607516641800533e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,1.181982272196875350e+00,5.918418837604725313e-01,1.323701170822379813e+00,9.324799548549858041e-01,1.253906016355105901e+00,1.067570666370069477e+00,1.212483111121862578e+00,1.123225374829989853e+00,1.170566338354074976e+00,1.154909778927699193e+00,1.124263638519280128e+00,1.170802501795561890e+00,1.089947932094066374e+00,1.114012297626861603e+00,3.717433168220613648e+00,3.717433168220613676e-02,1.133965590000000079e+00
-3.892247752611450173e-01,4.678096207509168991e+00,2.820140809670014459e+00,1.518387720493246329e+00,1.263779763696572633e+00,2.383400357658501445e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,4.524228656904409895e+00,4.234917586842056103e+00,5.069905206268982667e+00,4.666492882069482206e+00,4.979854824248492129e+00,4.817197452563055649e+00,4.854311265675418596e+00,4.877793095676674184e+00,4.838171172912696605e+00,4.893734683181635958e+00,4.867338200436463147e+00,4.883982397782689056e+00,4.876781956756786052e+00,4.710952984611995298e+00,1.034328178053518599e+01,1.034328178053518649e-01,4.841620168000000390e+00
7.189775710857081448e-01,2.559968298487091953e+00,-4.492853284810645054e-01,6.665787484146066255e-01,2.251795511425203067e+00,1.683889085763530913e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,1.879517770136093091e+01,1.691693928493323540e+01,1.908014522241456845e+01,1.860932182738898177e+01,1.836587703952374895e+01,1.875568088742781825e+01,1.837239623203717542e+01,1.881307138208098451e+01,1.862832987610346436e+01,1.871333885577029221e+01,1.877538577034939848e+01,1.862284317828744307e+01,1.886224843538044738e+01,1.871075366534979523e+01,2.667233811828523216e+01,2.667233811828523260e-01,1.866757246999999964e+01
1.396808319937063114e+00,-1.137872180999250471e+00,3.903188569537324515e+00,3.742813826965599167e-02,2.381840625850500270e+00,2.458619403494702316e-01,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,1.205746375947153837e+01,1.207785079465775624e+01,1.298088327562689770e+01,1.229471857381384226e+01,1.299003850333036958e+01,1.216888957343199884e+01,1.294662281957864991e+01,1.220662225317150629e+01,1.289849334089472066e+01,1.236167531086029037e+01,1.285311659024772801e+01,1.247686099559538420e+01,1.281214723155687452e+01,1.266602541306402685e+01,1.356847853806793225e+01,1.356847853806793236e-01,1.265853330000000021e+01
-2.786659200848827789e-01,-7.405845489059511566e-01,3.181587994398129116e+00,1.034929129924692104e+00,2.031512413668862482e+00,1.682132324626464337e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,3.797895542605324692e+01,3.992052270944552816e+01,4.058058542839891913e+01,4.089644633834492993e+01,4.098955082973299824e+01,4.039970987345245845e+01,4.113268255712572596e+01,4.024774733765217150e+01,4.111929496213565471e+01,4.025494735359326626e+01,4.102263396634413795e+01,4.028185282392990985e+01,4.090769035886840754e+01,4.017562842226175945e+01,4.317358523970879247e+01,4.317358523970879491e-01,4.067032317000000319e+01
2.334980139717993008e+00,1.111806821501233777e+00,-5.628322458935668404e-01,4.220383385764259199e-01,2.313798882271010271e+00,2.161880700558865609e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,1.095188852101738242e+01,1.153028160224372911e+01,1.219723788218231775e+01,1.164647813637974139e+01,1.229834418837352672e+01,1.147884545203354634e+01,1.228014208532009199e+01,1.139881891061341435e+01,1.222059621577307098e+01,1.147141778056919570e+01,1.218861589377132404e+01,1.156944687273114525e+01,1.215470076392185561e+01,1.183983757223249889e+01,1.692614293297364370e+01,1.692614293297364236e-01,1.191454642000000064e+01
2.333078563127105598e-01,3.131167612749636842e+00,-3.320063368760082234e-01,1.745671276820345064e+00,2.052788086555167535e+00,2.729730316537674284e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,2.312238368009675327e+01,2.612737053352137551e+01,2.527585203969648830e+01,2.736145089791250484e+01,2.560230843824770730e+01,2.694701263654494383e+01,2.613934427200937805e+01,2.657010459783215950e+01,2.635008386394496682e+01,2.647317294649910124e+01,2.646434810129897741e+01,2.635338718142090642e+01,2.647460295750835613e+01,2.737161355073349611e+01,4.670711452940028607e+01,4.670711452940028430e-01,2.636756669000000031e+01
2.480378958648660870e+00,2.034425440966927567e+00,6.149341048173063484e+00,6.391872780387853892e-01,1.503607908042431163e+00,1.757558835715980816e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,1.429414742842451957e-01,7.924744066875041848e-02,5.968663215823753060e-02,1.378318482388116162e-01,8.851677171193157723e-02,1.284044799063227549e-01,1.097312945171543264e-01,1.106806925389748897e-01,1.202225194202569264e-01,9.004017156636176522e-02,1.228347774837629802e-01,9.690663493501858183e-02,1.192279214866503040e-01,1.126329177116384417e-01,7.199052539130320616e-01,7.199052539130320304e-03,1.104929488000000043e-01
6.089162160033366744e-01,3.267166948639412372e+00,6.160612747881257789e+00,5.781411598996415435e-01,9.810475201714919935e-01,1.902532216250909070e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,2.591240521217568760e-01,1.297208710825537570e-01,2.584671072909946465e-01,2.340476636913398356e-01,2.193064951562127829e-01,2.427978293101746010e-01,2.018752892646873409e-01,2.496519498506797052e-01,2.137006465226308771e-01,2.467535428935506425e-01,2.264421762691052609e-01,2.360865167528507225e-01,2.334047454296186430e-01,2.158776444411215911e-01,9.791463599773823079e-01,9.791463599773822871e-03,2.302418244999999974e-01
