mean,mean,std,std,ref,ref,3,4,5,6,7,8,9,10,11,12,13,14,15,mc_avg,mc_std,mc_err,measured
1.661414074480559222e+00,4.261965820726791421e+00,1.424817610311469807e+00,2.347019695384489957e+00,3.500000000000000000e+00,5.500000000000000000e+00,1.621587451099928967e-01,4.690755189458608587e-01,3.745524309613502134e-01,4.662595304170944477e-01,4.518475587659183668e-01,4.732210517566244334e-01,4.733182955306335371e-01,4.836121867969735977e-01,4.714141803725160340e-01,4.847061417238198722e-01,4.758892471411750313e-01,4.789671044197396088e-01,4.852096496741348797e-01,4.683131306576167607e-01,1.679748194100634029e+00,1.679748194100634182e-02,4.782962020000000036e-01
1.577978657790526817e+00,3.912342626431383419e+00,1.354223292778248044e+00,1.007601305490776200e+00,3.500000000000000000e+00,5.500000000000000000e+00,1.417903293947048171e-01,2.139474920742890085e-01,1.962486622350175791e-01,2.477177533944848742e-01,2.019969729993318919e-01,2.540511953497328057e-01,2.248476027227753193e-01,2.498847866140911367e-01,2.371279788959322343e-01,2.427184099791829253e-01,2.429694813050694291e-01,2.340942696658167010e-01,2.452907348297271029e-01,2.464439547118225660e-01,8.149756970732172645e-01,8.149756970732172784e-03,2.393279759999999978e-01
1.859397211619270962e+00,-6.988780541730266194e-02,1.130434778675224683e+00,2.188572715315215689e+00,3.500000000000000000e+00,5.500000000000000000e+00,1.630930619678312210e+00,2.749076303088843432e+00,2.229897763837202618e+00,2.734377187023539602e+00,2.480381157699178996e+00,2.687623772605025163e+00,2.530298290521312055e+00,2.669201778736055797e+00,2.550934410547463838e+00,2.668470633421835103e+00,2.556635770677957886e+00,2.667358878319708637e+00,2.559661861633951929e+00,2.586374794664080046e+00,4.021754139502244918e+00,4.021754139502244779e-02,2.621718596000000012e+00
6.889723764608456369e-01,3.293006056279292881e+00,1.494550014316201381e+00,2.725851129153328833e-01,3.500000000000000000e+00,5.500000000000000000e+00,6.301805661521688862e-01,9.778239234045368322e-01,9.015714407850174972e-01,9.468470808559852347e-01,9.804971547499063966e-01,9.285636101158731837e-01,9.847062715651871967e-01,9.143795757934198853e-01,9.842219659519699793e-01,9.168732834014288180e-01,9.820340932605502449e-01,9.312223556840457661e-01,9.793773333609538945e-01,9.467277340607026526e-01,1.594950402963103864e+00,1.594950402963103697e-02,9.605311546000000478e-01
2.393046563799506199e+00,1.921249196395098835e+00,1.067431083962504745e+00,1.165525816741335818e+00,3.500000000000000000e+00,5.500000000000000000e+00,1.799417633428996854e-01,2.337395309249943320e-01,2.461636628969922636e-01,2.525900768420374365e-01,2.858490217781011755e-01,2.526237171105489843e-01,2.811070340663978651e-01,2.637944725524768996e-01,2.791726191449040995e-01,2.664823922702478365e-01,2.735681045804287392e-01,2.713399277299760048e-01,2.691791795777819796e-01,2.584617270047780968e-01,8.323518791973635311e-01,8.323518791973634479e-03,2.715837242999999956e-01
1.767219702479933208e+00,-8.136458743904392277e-01,1.358868755469250011e+00,2.168088112485019092e+00,3.500000000000000000e+00,5.500000000000000000e+00,3.109447184147715593e+00,4.181537945008521717e+00,3.768792476482207832e+00,4.197872517024428873e+00,4.031815312567825771e+00,4.169891441721218506e+00,4.091343005407275690e+00,4.124071199869502991e+00,4.120516523250089769e+00,4.078695000544346527e+00,4.133550539021194403e+00,4.063399666760847850e+00,4.136058010824510411e+00,4.043021288667074664e+00,5.655104975126323374e+00,5.655104975126323125e-02,4.109666620999999687e+00
7.447651731023606780e-01,1.945573909635814225e+00,3.608593624482416273e-01,1.878618677188783392e+00,3.500000000000000000e+00,5.500000000000000000e+00,1.554062311361955606e+00,1.743332722661365519e+00,1.809022425034511272e+00,1.836940421301849202e+00,1.842873081353482601e+00,1.874106793037965124e+00,1.797286068911052359e+00,1.880515252705820428e+00,1.823788870341614077e+00,1.875202724951923638e+00,1.842201755535129548e+00,1.864115974750670146e+00,1.853830849595560215e+00,1.864894392130707734e+00,2.459910845888291231e+00,2.459910845888291231e-02,1.851889480000000088e+00
9.749697442507142542e-01,2.291574777692572340e+00,1.383012147301707184e+00,1.513125555355940621e+00,3.500000000000000000e+00,5.500000000000000000e+00,1.314384817111887926e+00,1.651842526933577027e+00,1.676281420834821789e+00,1.711517066527231012e+00,1.810621678147706692e+00,1.739892586094404336e+00,1.806664365964589791e+00,1.748581733537599714e+00,1.796033139146612001e+00,1.770531107188650477e+00,1.780600023987914726e+00,1.781934907774040067e+00,1.762394043791214227e+00,1.800782114978495496e+00,3.166126754442352809e+00,3.166126754442352698e-02,1.771159944999999958e+00
2.371346343559798786e+00,3.144695119521861759e+00,3.821432741867575311e-01,1.549329492417468090e+00,3.500000000000000000e+00,5.500000000000000000e+00,0.000000000000000000e+00,2.426153790966971424e-02,9.764167370054647327e-03,8.934384206632619077e-03,2.369641799556534631e-02,1.825667367484824430e-02,1.446700163203515008e-02,2.184187110407132676e-02,1.498586802913752514e-02,2.081539247043595608e-02,1.852699481796217171e-02,1.632685959617627761e-02,2.040443255298693415e-02,1.756694045598796231e-02,1.534848906622769404e-01,1.534848906622769378e-03,1.823147781000000051e-02
1.700143625100974720e+00,4.260562710017040899e+00,1.449834261906177479e+00,2.139811223899350967e+00,3.500000000000000000e+00,5.500000000000000000e+00,1.424595513811712233e-01,3.866226410757828136e-01,3.236580440259760327e-01,3.902439695198032799e-01,3.831687611051745601e-01,4.135243878536383200e-01,3.957308706199699766e-01,4.195460403140071626e-01,4.045374651235701391e-01,4.152004500351024197e-01,4.151743083895950703e-01,4.039641283968621321e-01,4.201427116438566922e-01,3.860946118951403827e-01,1.450804702346406794e+00,1.450804702346406710e-02,4.092614467999999839e-01
