mean,mean,mean,std,std,std,ref,ref,ref,3,4,5,6,7,8,9,10,11,12,13,14,15,mc_avg,mc_std,mc_err,measured
1.161225387881891669e+00,1.306639463743481944e-01,6.961819680535034749e+00,3.183070938988794563e-01,1.480500456272346277e+00,1.895115778500820136e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,8.558852613094936057e-01,1.480801301114949675e+00,1.222909565639717089e+00,1.534161510477864088e+00,1.301300387436075123e+00,1.488725210161321311e+00,1.338064922184933003e+00,1.461053997098482382e+00,1.361094277352640436e+00,1.443053966790709186e+00,1.373900816875040842e+00,1.430523713255547280e+00,1.385558773541637478e+00,1.414192849091921333e+00,3.844974459898842678e+00,3.844974459898842928e-02,1.401702412999999980e+00
-4.466994896756926181e-02,1.428680641422683584e+00,1.832972301337944421e+00,1.334775518310342690e+00,2.125777676580312470e+00,1.249927923637516480e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,2.273881899426611497e+01,2.359961877272924724e+01,2.480309438515165965e+01,2.482866495778012350e+01,2.499902540103304815e+01,2.521644809978763391e+01,2.503231910102012137e+01,2.534962050092700636e+01,2.499722689912311679e+01,2.540427016295367579e+01,2.497080687282655731e+01,2.546895334078685735e+01,2.491696974534932707e+01,2.499471726114528281e+01,3.500059734496964126e+01,3.500059734496964170e-01,2.520678691999999899e+01
1.538320364850125799e+00,1.586142722760427004e+00,4.113358107983382528e-01,1.749581457592734424e+00,1.082031906541976118e+00,2.550116572062592901e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,1.352538293060786501e+01,1.446970170030771285e+01,1.518844869299589995e+01,1.605554206192356759e+01,1.520116013151247358e+01,1.611655856809531073e+01,1.516345811255528631e+01,1.601027765200925401e+01,1.508138361343926448e+01,1.599921994849495377e+01,1.508514264989531739e+01,1.594322017919180823e+01,1.527279259364248176e+01,1.576012612300252336e+01,2.920446578397728032e+01,2.920446578397727921e-01,1.557863354000000022e+01
1.097548393663057009e+00,1.991025887319864518e+00,4.368263045692334146e+00,1.672148123515035945e+00,1.484388901297250651e+00,2.670245872033534251e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,4.847277666358293935e+00,4.319062195319011366e+00,5.005458916999686814e+00,4.894810843471249839e+00,5.198291363111703589e+00,4.883919590861253823e+00,5.331879004168693648e+00,4.920451719175120253e+00,5.324060237918061489e+00,4.964718131296621095e+00,5.233089415639499364e+00,5.081393590917095082e+00,5.092505884827865259e+00,5.146613783761994299e+00,1.427186400637750197e+01,1.427186400637750208e-01,5.095888347999999901e+00
-2.274128608409947683e-01,4.111650549336524740e+00,7.343804941607608328e+00,7.185151944782049993e-01,2.291852392828078511e+00,2.560019484637773957e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,6.471260402560340408e-01,1.049176787946893175e+00,1.010767301658531458e+00,1.107525022820194938e+00,1.088922230688157189e+00,1.076372834181586580e+00,1.109120320530394110e+00,1.111154484690267452e+00,1.078554956433543266e+00,1.133720039840818039e+00,1.066113871218217435e+00,1.138298010895024914e+00,1.082923892650259345e+00,1.089374982449365703e+00,4.222324982043020647e+00,4.222324982043020730e-02,1.104282769999999969e+00
2.086631210461886710e+00,2.637253149782232242e+00,-9.099230930245104654e-01,1.109068730288144122e+00,8.606179686738505419e-01,2.333889206758798185e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,6.975619200416446120e+00,7.071124304164247754e+00,7.507785036552536262e+00,7.249560300206350227e+00,7.569851701689764845e+00,7.260391699157479728e+00,7.557659909049244895e+00,7.260836842540582481e+00,7.481311692368449506e+00,7.240839730929302220e+00,7.520690680405934359e+00,7.249348908619246856e+00,7.535847063861502271e+00,7.373351578537999274e+00,1.221089858498143244e+01,1.221089858498143194e-01,7.415060826999999577e+00
8.784190451838573832e-01,4.477560202472940176e+00,7.358295964862383798e+00,1.434403941167095686e+00,5.450411983005739591e-01,1.620723900203760115e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,1.155265927318486208e-01,1.316196259615160513e-01,1.803189420697982326e-01,1.368340811113309963e-01,1.852171654517886790e-01,1.570655205142603150e-01,1.834985739492969448e-01,1.691456773672611047e-01,1.802422997252797199e-01,1.760459328126390555e-01,1.776800265558868830e-01,1.799304748529038100e-01,1.751053807288732445e-01,1.813163223226507414e-01,8.708362665830822191e-01,8.708362665830821775e-03,1.756850283999999984e-01
2.085458261747645814e+00,2.313996207615840461e+00,7.068753433281559140e+00,1.446901055884213694e+00,1.158595629506595115e+00,1.881259381029348310e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,1.706687919922674490e-01,1.713709165715195937e-01,1.208908312436180743e-01,2.362419915651251257e-01,1.828727614442522131e-01,2.095508253817228994e-01,2.056562033838389980e-01,1.654491384133509602e-01,2.137517105769591030e-01,1.766396920367523105e-01,2.142477526144202227e-01,1.889480751075822695e-01,2.055919544878568872e-01,2.362632402280795407e-01,1.695376768939996337e+00,1.695376768939996226e-02,1.949101773999999954e-01
-4.250187564806400253e-01,4.946120685179383081e+00,6.677424864935026960e+00,1.681932617876449765e+00,2.146807030597975285e-01,1.503701171976212780e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,4.620365516559076235e-01,5.347529834538616855e-01,5.543931001771039702e-01,5.449998564085140051e-01,5.638750064482365154e-01,5.342751016693498833e-01,5.657642296882902100e-01,5.402132790503134663e-01,5.652767924556225676e-01,5.440271902815585481e-01,5.636647456173815574e-01,5.462675544500105174e-01,5.620139558201171504e-01,5.477926661480368997e-01,1.216124797959523329e+00,1.216124797959523308e-02,5.509993801000000468e-01
6.664522684879896630e-01,-6.339664981596738746e-01,7.148455369336874199e+00,5.303327604956954433e-01,1.360156568450319847e+00,2.456947693959320667e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,3.130475685724079860e+00,3.651676531167213025e+00,3.698827020069891169e+00,3.964056887867267509e+00,3.769722758511241167e+00,3.875575666996782243e+00,3.839520509438623996e+00,3.824978621802155310e+00,3.845270621616627249e+00,3.824536439755540584e+00,3.858834784816478791e+00,3.830822834366458096e+00,3.868097230643642082e+00,3.984287063643502158e+00,8.905872357490013158e+00,8.905872357490013380e-02,3.845403142999999968e+00
