mean,mean,mean,std,std,std,ref,ref,ref,3,4,5,6,7,8,9,10,11,12,13,14,15,mc_avg,mc_std,mc_err,measured
5.165788247930174215e-01,4.189953445189809056e-02,6.414148091959095410e+00,2.075657593023895742e-01,6.857943866678937184e-01,1.404400737289876799e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,8.326610522806012327e+00,1.348390272425094416e+01,1.114779913062368344e+01,1.385885953992805497e+01,1.156775921402380192e+01,1.357283422593038580e+01,1.201561114860763091e+01,1.336471639753444762e+01,1.217613753568134705e+01,1.336100223696925227e+01,1.217230753810074795e+01,1.333508485292921364e+01,1.233019702265513473e+01,1.276631212171612795e+01,2.060600934229257675e+01,2.060600934229257775e-01,1.287777988999999934e+01
3.801980095239992918e-03,3.204161052230272699e-01,3.597514345145399695e+00,8.703974849028717209e-01,9.846983779885551957e-01,9.262757016905778240e-01,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,5.087792734134075090e+01,6.014815845955151019e+01,5.872346078416972404e+01,6.399772865440712621e+01,5.859651709006318754e+01,6.360641162891123912e+01,5.805769855564699355e+01,6.303795575791570371e+01,5.943134531576988877e+01,6.242430397773402007e+01,6.030290532964949790e+01,6.181946207775993685e+01,6.085594545002568623e+01,6.192469599856545415e+01,6.769117294204103530e+01,6.769117294204103352e-01,6.123751621000000256e+01
6.769290364012170436e-01,3.542028809154924018e-01,2.816787406145998762e+00,1.140889445027526872e+00,5.012166018309835991e-01,1.889797781543977928e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,7.793032563388017309e+01,1.000401839216509075e+02,9.491891791238964515e+01,1.017259873090907831e+02,9.771928740149576242e+01,1.013637551018521350e+02,9.873208010506564847e+01,1.020176433752247078e+02,9.914989025737057204e+01,1.023763699468933197e+02,9.930597497632440707e+01,1.025464051352241626e+02,9.933684903364715524e+01,1.022158723906823212e+02,1.307799955106312950e+02,1.307799955106312861e+00,1.007099558999999971e+02
4.895017749217741021e-01,4.410790135463273365e-01,4.989832139099894981e+00,1.090395726567519707e+00,6.875955842019089159e-01,1.978821196030436935e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,3.889722768863961022e+01,3.108808622680087907e+01,3.793757109489186519e+01,3.587042096707151018e+01,3.435514930074576512e+01,3.632117910335085043e+01,3.652407068065871698e+01,3.580000305664249538e+01,3.765300117462903984e+01,3.478989133484601126e+01,3.811555275668986553e+01,3.387566368354331559e+01,3.814081644753284195e+01,3.615448002655370630e+01,6.485636140152388407e+01,6.485636140152388762e-01,3.630563250000000153e+01
-7.390487461916467327e-02,8.961032909771897703e-01,6.623924772288171781e+00,4.685385741341712706e-01,1.061627167633744095e+00,1.897136466536038846e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.620425781315244862e+01,1.604150543395750361e+01,1.912222241853189075e+01,1.738798281137918877e+01,1.905408509509893378e+01,1.854952045322783150e+01,1.760575438848916008e+01,1.890530894192999511e+01,1.771648477528765753e+01,1.872944450752705237e+01,1.770087962631745526e+01,1.818131695802077630e+01,1.784761852740027166e+01,1.832794281969351857e+01,3.026225152614753355e+01,3.026225152614753222e-01,1.815355101000000104e+01
9.100845157655659268e-01,5.797405590922657392e-01,2.091185308512884866e+00,7.232157169388367945e-01,3.986536913795317161e-01,1.729559618419653111e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.036445290710424274e+02,1.124881870225797087e+02,1.124374210947735406e+02,1.159951886262619496e+02,1.135194660303359058e+02,1.144888292750082002e+02,1.146577437945041140e+02,1.131574004263752045e+02,1.152544619356617517e+02,1.122446775786160202e+02,1.154639415701413299e+02,1.116051429556149088e+02,1.154291955699540608e+02,1.133871060359784622e+02,1.288779481830283942e+02,1.288779481830284013e+00,1.135301560999999992e+02
3.963224976990852855e-01,9.746168433778488183e-01,6.631882877122957431e+00,9.353644606151094720e-01,2.524728666672669264e-01,1.201058988696769303e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,8.088121259309890121e+00,9.337021024650427492e+00,9.832625250622763602e+00,9.365921754005498201e+00,1.002696541281680354e+01,9.080242485007193665e+00,1.001047008898014212e+01,8.911144686544229643e+00,9.997206103399079780e+00,8.763867369223719450e+00,9.962538153629173721e+00,8.689086863426938478e+00,9.898164060602208991e+00,9.674092621493727506e+00,1.957204374316712148e+01,1.957204374316712236e-01,9.483136673000000627e+00
9.095857486484690835e-01,5.103790359673323618e-01,6.472873414510308621e+00,9.435137389537560093e-01,5.366822926445719011e-01,1.394132269766213961e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,8.179648677554006042e+00,3.820673682180421693e+00,8.179833190422160172e+00,6.536385260936839359e+00,7.013279876000701130e+00,7.133128551272359452e+00,6.202336858564281741e+00,7.355615501709275250e+00,5.517556892015194059e+00,7.417160051373463681e+00,6.001734321074825296e+00,7.304975044778110771e+00,6.451885649525134880e+00,7.036617638898275295e+00,1.664747595576107031e+01,1.664747595576107075e-01,6.746110344999999953e+00
-1.579318416066197162e-01,1.075156273525474271e+00,6.257965625253829600e+00,1.096776124744137215e+00,9.944395522512615437e-02,1.114337740492898909e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,2.017730316557886283e+01,2.599722229637004745e+01,2.372808565173299655e+01,2.638434705093532529e+01,2.445562886151886772e+01,2.600142648502675158e+01,2.472655237413739471e+01,2.579805367736348387e+01,2.492624603845932185e+01,2.561940718604764200e+01,2.505872710334811160e+01,2.551215506221977591e+01,2.512674592785732486e+01,2.534986750627637520e+01,3.485639886229012774e+01,3.485639886229012774e-01,2.518034219000000107e+01
3.061889250634742266e-01,-1.221678848126050293e-01,6.516643709506867665e+00,3.458261666960883440e-01,6.300489376283600063e-01,1.820753746036967602e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.631686712814486384e+01,1.911899555921480243e+01,1.944627131803420639e+01,1.935209865043712085e+01,1.981577210528500643e+01,1.994174998540511723e+01,1.893754524737472877e+01,1.997258461659909301e+01,1.933249403070729144e+01,1.966612109150088017e+01,1.952748012245384857e+01,1.924511286232256069e+01,1.956278759062738715e+01,1.989282905689048420e+01,2.951924098710871647e+01,2.951924098710871913e-01,1.942747530000000111e+01
2.684693863706100192e-01,-1.534838189370988371e-01,2.336095532360068727e+00,1.050049733169036603e+00,7.822365026607149829e-01,1.854125928969240222e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.477968266793437238e+02,1.796581666470893310e+02,1.695530034820588980e+02,1.830311804743504069e+02,1.731980657219994271e+02,1.807561097661171345e+02,1.748397120144439612e+02,1.793749703290366142e+02,1.757566830226915897e+02,1.784440601287521986e+02,1.762912956067426080e+02,1.777786733322451482e+02,1.767124007787932101e+02,1.752282197899559151e+02,1.686031341773975782e+02,1.686031341773975845e+00,1.763960314999999923e+02
2.716481929175408871e-01,-1.638855714610870651e-01,3.489025465076279531e+00,5.942132393425068049e-01,7.956744422336682332e-01,4.712496379715684358e-01,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,4.317951720122618298e+01,5.005458585612343114e+01,4.956422314044590394e+01,5.066252772126188830e+01,5.055795452843622684e+01,4.988221351095747025e+01,5.073805296281720700e+01,4.967564114997087188e+01,5.057237849071869817e+01,4.948984491692682752e+01,5.048635281666240360e+01,4.935199350207264501e+01,5.061238542913778815e+01,5.070235468135170720e+01,5.111014271473068504e+01,5.111014271473068860e-01,4.999845810000000057e+01
8.815220441151652153e-01,6.780709902869350714e-01,6.594069983786595479e+00,5.999643277322024293e-01,4.411786090389127613e-01,1.541381601141169400e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.897762255834588796e+00,1.662787863411681721e+00,1.296642747880846214e+00,2.385605461213218703e+00,1.572457671889555542e+00,2.037763906686475224e+00,2.059285886268188648e+00,1.339584249295955987e+00,2.194380437054285871e+00,1.619895737752933274e+00,1.976803464936691013e+00,1.889716936562689797e+00,1.818495874120120925e+00,1.793806850380156970e+00,8.039359677782240254e+00,8.039359677782240143e-02,1.850984369000000074e+00
-2.233462860736274702e-01,-1.406633950854533910e-01,5.091983830374712916e+00,9.106424434178618244e-01,3.502351287054032980e-01,1.725898791072658200e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,5.472038648655874482e+01,5.594553273572687146e+01,5.422606347014851735e+01,5.939154382073883909e+01,5.718079764254684960e+01,5.782596451385433767e+01,5.854722264081706840e+01,5.575054266189847851e+01,5.897570606922206338e+01,5.568067078042146534e+01,5.882553343383412425e+01,5.657189164804101011e+01,5.831196192154745717e+01,5.727326801440997173e+01,6.501215855664101184e+01,6.501215855664100873e-01,5.735420949000000235e+01
2.707861893594352698e-01,1.043075336232825445e-01,6.277878095265718272e+00,1.000249825115399060e+00,9.404458270888558236e-01,1.163871605122295261e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,2.270710266256025989e+01,3.304505274010436011e+01,2.866987823333979790e+01,3.338198520522915658e+01,2.996857797832895187e+01,3.264291719883517828e+01,3.048854572525412721e+01,3.226500054155244612e+01,3.080616050143867568e+01,3.197629005800045832e+01,3.104099875086617999e+01,3.174768882775962808e+01,3.118335880500158552e+01,3.057804152867186787e+01,3.924906270605227121e+01,3.924906270605227343e-01,3.129673585999999830e+01
-2.140999895474621217e-01,1.317683776920672289e-01,2.915348462781039096e+00,4.485862455564310070e-01,1.116167278451977163e+00,6.294592871487677543e-01,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,7.583749564275048272e+01,8.812520809841025482e+01,8.665528618696235696e+01,8.936258389612322617e+01,8.823934233581294961e+01,8.799337847163165804e+01,8.873995776763116794e+01,8.774890698593435445e+01,8.891526914226992062e+01,8.769654524436678855e+01,8.895148535331995276e+01,8.804244267849446715e+01,8.891260965660080728e+01,8.816331639393673925e+01,7.731905350828546375e+01,7.731905350828546242e-01,8.865906105000000537e+01
3.793385029177959722e-01,-4.464149047847065788e-02,4.620068843468546405e+00,3.955536088499064240e-01,1.156431587568326869e+00,1.992029136392643007e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,5.375229977451792962e+01,5.094537701076244218e+01,5.814359961515996389e+01,5.958164804273711468e+01,5.532221709250919162e+01,6.096603035535685677e+01,5.263249246819971461e+01,6.103406701147602575e+01,5.349359875415008503e+01,6.052076458760586064e+01,5.527901156051594711e+01,5.976315792512331626e+01,5.654700109625371596e+01,5.968434941941080751e+01,8.890195867598245627e+01,8.890195867598245094e-01,5.775105434000000315e+01
