mean,mean,std,std,ref,ref,3,4,5,6,7,8,9,10,11,12,13,14,15,mc_avg,mc_std,mc_err,measured
4.791690988641351678e-01,3.410812111565225679e-02,1.752091226606853069e-01,1.004272841764823232e+00,1.100000000000000000e+01,1.100000000000000000e+01,2.242553795339766509e+00,4.583616137472842134e+00,3.456529058740083205e+00,4.506281166295296181e+00,3.858184254192693619e+00,4.456205856685426347e+00,3.955153276350815261e+00,4.415512830590434312e+00,4.012816493432505460e+00,4.388578338966644843e+00,4.051564364640166893e+00,4.368874489425506269e+00,4.081376806015721392e+00,4.117033203338599456e+00,6.006152777539021770e+00,6.006152777539022075e-02,4.249677600000000055e+00
4.100026766426493330e-01,1.571993230430925315e-01,9.927396413688290844e-01,6.193194160889176070e-01,1.100000000000000000e+01,1.100000000000000000e+01,2.900753019810889732e+00,4.695085671699032126e+00,4.251044184998031383e+00,4.537244149289954009e+00,4.645391498405447628e+00,4.445473904498958184e+00,4.672784269038953830e+00,4.376273304308933021e+00,4.675468661528008774e+00,4.329379698832812373e+00,4.668850375704502120e+00,4.298606477283015259e+00,4.658285279852821148e+00,4.518254710228818638e+00,5.974701190684327479e+00,5.974701190684327673e-02,4.518433813999999771e+00
1.144635235647744942e+00,9.862611387751346603e-01,4.712742725999015669e-01,7.452405932735086669e-01,1.100000000000000000e+01,1.100000000000000000e+01,3.334795056340233432e-01,3.205094814393995017e-01,1.461596141471588339e-01,4.184804381541276652e-01,2.651426407670758878e-01,4.073176187371164714e-01,3.415469973120637270e-01,3.415332675516880578e-01,3.786034727323938642e-01,2.746350833761145305e-01,3.865820414468669197e-01,3.020820267129054049e-01,3.734186184615497783e-01,3.418742045505843707e-01,1.364112232076420073e+00,1.364112232076420024e-02,3.448904537999999964e-01
8.529182082965549583e-01,9.936871772060512642e-01,1.089702215642413874e+00,3.551198510426253896e-01,1.100000000000000000e+01,1.100000000000000000e+01,1.150916689867134579e+00,7.439520912164185873e-01,1.508317910084307600e+00,1.156095105478170293e+00,1.543782017175647336e+00,1.334276658707678420e+00,1.446978275638428180e+00,1.415032487063142330e+00,1.361688934042739163e+00,1.451407875592163776e+00,1.291251336507182268e+00,1.463241969930180408e+00,1.232959417338221009e+00,1.392786460099668222e+00,3.549369522573251778e+00,3.549369522573251473e-02,1.379731021000000002e+00
1.034474871491811721e+00,1.259175819776546135e+00,1.199052164898031014e+00,1.233011149425840447e+00,1.100000000000000000e+01,1.100000000000000000e+01,2.098637935953385547e+00,1.484857900522554175e+00,2.443821201336679128e+00,2.170257114292027278e+00,2.338486264395759573e+00,2.421069330026578204e+00,2.032080875990462943e+00,2.485692128086169017e+00,2.047872450340581185e+00,2.476111989838575056e+00,2.058659793062099563e+00,2.432014761644923251e+00,2.186016303452895215e+00,2.198594648533068519e+00,4.731500855236543401e+00,4.731500855236543679e-02,2.286508523999999820e+00
1.670828611659570528e-01,8.972169547055771632e-01,4.739144033239743870e-01,8.222976715939062098e-01,1.100000000000000000e+01,1.100000000000000000e+01,1.447654656551776720e+00,1.869663541518734817e+00,1.843833262462523326e+00,2.012764805801682932e+00,1.869265787265964374e+00,2.031024863465384023e+00,1.874880409488552280e+00,1.998659150947871277e+00,1.952602068427088389e+00,1.953092246056390646e+00,1.996920521738164034e+00,1.904136584548545175e+00,2.019707726433753514e+00,1.948688679936593671e+00,3.206415188806637229e+00,3.206415188806636951e-02,1.951569026999999901e+00
2.942010684472027293e-01,-1.955369197563302519e-01,4.964141492627420216e-01,1.121528813738602359e+00,1.100000000000000000e+01,1.100000000000000000e+01,4.995010034960587930e+00,7.275090795589600035e+00,6.618747450691375711e+00,7.155433197910339160e+00,7.090561121006218492e+00,7.175175027075343159e+00,7.132689385797608139e+00,7.192384210427792191e+00,7.149420677232507515e+00,7.197227684287888394e+00,7.155118859217488136e+00,7.197097092312117361e+00,7.154771274984517149e+00,7.260929734706538241e+00,8.271676822156505793e+00,8.271676822156505404e-02,7.136153546000000070e+00
2.807466883666925872e-01,2.246334742184379341e-01,3.294839676648878557e-01,9.105615635895418780e-01,1.100000000000000000e+01,1.100000000000000000e+01,2.236447841975285122e+00,3.517998954753548624e+00,3.212932547340645595e+00,3.552842028045661404e+00,3.487051701546343807e+00,3.554315438773616886e+00,3.488276255596308051e+00,3.535606764117082079e+00,3.475376907903353185e+00,3.515934680007239521e+00,3.458738618974539047e+00,3.497328846191380958e+00,3.482444306799791001e+00,3.446991765093653015e+00,5.171175494562382013e+00,5.171175494562382097e-02,3.470078877000000173e+00
7.638857402349580328e-02,6.407902411817970600e-01,3.410709748924069529e-01,1.155159909090926362e+00,1.100000000000000000e+01,1.100000000000000000e+01,2.418086094824412946e+00,3.434041317008968974e+00,3.490294312160254542e+00,3.274678037745407444e+00,3.777848080552083321e+00,3.250824061392381115e+00,3.759173454880161191e+00,3.393001737574614651e+00,3.728778331669695856e+00,3.478932767241431634e+00,3.697149402432243548e+00,3.533323200552820786e+00,3.667023343677199065e+00,3.549002903330520375e+00,5.466115719287419239e+00,5.466115719287419072e-02,3.579437605999999938e+00
1.490011889632080755e-01,-6.536067209970247704e-02,9.285009720455301707e-01,8.869136599764936291e-01,1.100000000000000000e+01,1.100000000000000000e+01,4.630844729763229140e+00,8.301462910850588628e+00,6.685639222429104578e+00,8.163634516298978738e+00,7.337734741261663807e+00,8.076484851584869062e+00,7.470020738229193213e+00,8.003132146320684370e+00,7.547857825628960349e+00,7.951507952816938563e+00,7.600343300094897891e+00,7.913714786212144858e+00,7.638014232804066772e+00,7.797714512039610746e+00,8.460721544274511174e+00,8.460721544274511785e-02,7.751839443999999801e+00
1.018894981653327925e+00,1.158162773988444361e+00,5.483147742631266919e-01,1.220330057476801233e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.059675817200499859e+00,8.507188094421439528e-01,1.272353182794932369e+00,1.135553703069117848e+00,1.270771443031615489e+00,1.283092281054763140e+00,1.099930573651949794e+00,1.336051074486684254e+00,9.954685237291203137e-01,1.337819728147790599e+00,1.102560269477442567e+00,1.310744205916801297e+00,1.178809448254850567e+00,1.181636368473080845e+00,3.371784334340834022e+00,3.371784334340834077e-02,1.217143749999999969e+00
3.298791029825203225e-01,1.254012819877657670e+00,7.106645088925803710e-01,9.813358432093802763e-01,1.100000000000000000e+01,1.100000000000000000e+01,1.555773608271331598e+00,1.952906024712317334e+00,1.810196161845933682e+00,2.023017755166975018e+00,2.021700349090216786e+00,1.973851975948573756e+00,2.114931296558924867e+00,1.880851237812506405e+00,2.153325266465596410e+00,1.825628634700309227e+00,2.159219758513251985e+00,1.846259379253046395e+00,2.145261672846968004e+00,2.015444580011357623e+00,3.650521947772261022e+00,3.650521947772260994e-02,2.028113633999999887e+00
2.914377735009614501e-01,-2.563566890367019457e-03,2.974853419203816185e-01,8.209822651252171033e-01,1.100000000000000000e+01,1.100000000000000000e+01,2.361937711070365431e+00,4.311083150970249633e+00,3.424451997392662150e+00,4.338958635085430338e+00,3.745983677689909808e+00,4.328603254252500143e+00,3.788759832215782719e+00,4.299806255136775057e+00,3.845822387429333133e+00,4.271690864615385053e+00,3.906544651121069300e+00,4.245953499525030317e+00,3.949112618984137679e+00,4.114271807499324751e+00,5.323104119591965500e+00,5.323104119591965527e-02,4.128776225000000188e+00
1.095083933187847469e+00,8.256731145657097981e-01,9.531194773380327057e-01,1.214904596138126625e+00,1.100000000000000000e+01,1.100000000000000000e+01,2.043043316967677381e+00,1.757259731179513285e+00,2.497146210987188475e+00,2.107026754625968223e+00,2.462134495306307347e+00,2.376294160374811337e+00,2.497087918769343329e+00,2.467262959596888017e+00,2.503232405341957456e+00,2.484845769451574871e+00,2.486034226596287144e+00,2.466704411031279687e+00,2.455103730836919684e+00,2.439933482215766780e+00,4.920133483507021843e+00,4.920133483507022065e-02,2.444088413999999876e+00
