mean,mean,std,std,ref,ref,3,4,5,6,7,8,9,10,11,12,13,14,15,mc_avg,mc_std,mc_err,measured
-3.271311945344765881e-01,2.819646742392773575e+00,1.648309744219424555e+00,2.155014740091639958e+00,3.500000000000000000e+00,5.500000000000000000e+00,3.448383942097590804e+00,4.205826488107391015e+00,3.968493811440334973e+00,4.299342017167870011e+00,4.171153635510257196e+00,4.288467721078659700e+00,4.235002664117141435e+00,4.240780216026173832e+00,4.270064854773601759e+00,4.191110352990371268e+00,4.285563415316893554e+00,4.161156102001844381e+00,4.287240994299842178e+00,4.236115104990011204e+00,5.966123701598011309e+00,5.966123701598011198e-02,4.234646892999999856e+00
2.338664692157767178e+00,5.151024061289975364e+00,1.136351978423333131e+00,2.482050687512920017e+00,3.500000000000000000e+00,5.500000000000000000e+00,0.000000000000000000e+00,8.416304177068051340e-02,7.394526968425688129e-02,6.909301900361630722e-02,1.108846132751763469e-01,8.950915015325060231e-02,9.214204175547205389e-02,1.001551245923630734e-01,9.041815265232276688e-02,1.017412808931868334e-01,9.756468458037030611e-02,9.488633356028890187e-02,1.011773225456566311e-01,9.435241426356355543e-02,5.956809502637215870e-01,5.956809502637216112e-03,9.677265973000000188e-02
1.517857567317731693e+00,4.418567522468014985e+00,7.387363857895644648e-01,6.473816097889233401e-01,3.500000000000000000e+00,5.500000000000000000e+00,0.000000000000000000e+00,1.935880806312800101e-02,8.811289210178123096e-03,1.108467777848684381e-02,1.914677709967039371e-02,1.392024531775042095e-02,1.847884629172628218e-02,1.730173904169944599e-02,1.411554654340304096e-02,1.848093773402994036e-02,1.456471465060162410e-02,1.804172523188455821e-02,1.612998335403912839e-02,1.630401834287465573e-02,1.137738375431596310e-01,1.137738375431596302e-03,1.645606024000000056e-02
1.120868441550854966e+00,3.360119172406095256e+00,1.034328517991399243e+00,1.691220177152899629e+00,3.500000000000000000e+00,5.500000000000000000e+00,4.268747326181706603e-01,6.755510050210535855e-01,6.348013275401198641e-01,6.790858663653945859e-01,7.039958897116441738e-01,7.054629016720760371e-01,6.850605820564217296e-01,7.135150063654294161e-01,6.654386102538313308e-01,7.119895732741395866e-01,6.817119825736872585e-01,7.047168468055204915e-01,6.922537104083654746e-01,6.786997327351845799e-01,1.634284998765599406e+00,1.634284998765599475e-02,6.942789649999999702e-01
9.657429262003141002e-01,2.171660993473205181e+00,9.708721878463135724e-01,1.889062184070394723e-01,3.500000000000000000e+00,5.500000000000000000e+00,9.137463736053937913e-01,1.074177708136222043e+00,1.134300985857148669e+00,1.124054181763092242e+00,1.183618179276550109e+00,1.149644767420977098e+00,1.168924411842375832e+00,1.160863836225941137e+00,1.154795309395341585e+00,1.166350023798366831e+00,1.142219040170777689e+00,1.168399925642620074e+00,1.142896250801978653e+00,1.162683448172376011e+00,1.573340079436722494e+00,1.573340079436722633e-02,1.158767091999999943e+00
7.906881848431484006e-01,3.112391306312172201e+00,7.084624383300008876e-01,2.356314078964190983e+00,3.500000000000000000e+00,5.500000000000000000e+00,9.593844532156730054e-01,1.304139969090996720e+00,1.156570026348737068e+00,1.378008578136653561e+00,1.273560426133839352e+00,1.379646881922464319e+00,1.307390408385280534e+00,1.353580792643495734e+00,1.323635298291006901e+00,1.321025069134553087e+00,1.333863393443436962e+00,1.310653493440327999e+00,1.339669616179395950e+00,1.363592708709256529e+00,2.559195180768367717e+00,2.559195180768367855e-02,1.328189580999999952e+00
1.103416978517302027e+00,2.244145862186362805e+00,4.388844038267307734e-01,1.891459690212489608e+00,3.500000000000000000e+00,5.500000000000000000e+00,8.424483217326956819e-01,1.012291439523421266e+00,9.945151903995189668e-01,1.071235000636444612e+00,1.004702724608507181e+00,1.087624888578191396e+00,1.032402680923766303e+00,1.081823594012700784e+00,1.055260587773108938e+00,1.067896851713567408e+00,1.067789523749060887e+00,1.051575843410001321e+00,1.073519259568753936e+00,1.083593079441761642e+00,1.876916319138528744e+00,1.876916319138528799e-02,1.060178658000000107e+00
2.139961826155841962e+00,1.239812001715385748e+00,1.682072723021690086e+00,1.851257450973578633e+00,3.500000000000000000e+00,5.500000000000000000e+00,1.132008601670393189e+00,1.503207023341350812e+00,1.526558606743389390e+00,1.558342148090460899e+00,1.617361610431527152e+00,1.613434712458637676e+00,1.636889861688007208e+00,1.625156725981269368e+00,1.642882251200793675e+00,1.622908875986055710e+00,1.641592295072328955e+00,1.615021186963216948e+00,1.636852806724713005e+00,1.549507047763472700e+00,3.392559704678205001e+00,3.392559704678205224e-02,1.623277819999999982e+00
-3.752117438575515163e-01,3.225306715813731184e+00,1.065429367797364746e+00,5.365711384229154834e-01,3.500000000000000000e+00,5.500000000000000000e+00,1.884465688993802956e+00,2.149044070882573987e+00,2.149330090109614844e+00,2.160854283681595600e+00,2.223741957006576619e+00,2.156897661647948272e+00,2.222327351103604354e+00,2.156350333843990441e+00,2.219201947553622212e+00,2.170762031104860768e+00,2.215696268307430827e+00,2.181012274309652721e+00,2.212024213616566648e+00,2.241019507759538065e+00,2.199079445981655390e+00,2.199079445981655390e-02,2.197864942999999904e+00
3.108454189054166150e-02,2.468180425758287999e+00,1.679913707373472675e+00,1.806571213813416010e+00,3.500000000000000000e+00,5.500000000000000000e+00,2.980342407909966074e+00,3.790620839695266753e+00,3.530007347518595129e+00,3.858516924437787932e+00,3.750667472749388498e+00,3.854955655793869340e+00,3.779073848033581928e+00,3.846306729471600683e+00,3.789642834012973527e+00,3.826807665682002479e+00,3.788815575198794416e+00,3.831973117392021955e+00,3.791451384352066523e+00,3.922583286860633844e+00,5.545431524309839766e+00,5.545431524309839960e-02,3.815723374000000057e+00
