mean,mean,std,std,ref,ref,3,4,5,6,7,8,9,10,11,12,13,14,15,mc_avg,mc_std,mc_err,measured
3.490994032080424470e-01,4.140361195730986044e-01,1.075283994373614327e+00,7.033887939468465023e-01,1.100000000000000000e+01,1.100000000000000000e+01,2.908019406555798270e+00,4.350003312157667779e+00,4.236545396588399903e+00,4.171367979723116015e+00,4.604000893563656049e+00,4.200457617365448648e+00,4.598925731276304774e+00,4.246523575494245861e+00,4.575483049158210136e+00,4.270660709834021240e+00,4.547741462053377148e+00,4.283178952250441540e+00,4.520126149736103827e+00,4.439795005352169532e+00,6.259577581618783526e+00,6.259577581618783193e-02,4.391416249999999799e+00
1.088346380518899537e+00,7.256205279722082180e-01,1.229151907341987426e+00,2.781267774265158699e-01,1.100000000000000000e+01,1.100000000000000000e+01,1.202589057805645512e+00,8.247060760528697188e-01,1.480987637628287112e+00,1.234991775976289619e+00,1.458771630979028178e+00,1.398242625587901689e+00,1.315366585576528635e+00,1.450378287151646628e+00,1.196542858198965886e+00,1.463781879334512759e+00,1.179016778661064579e+00,1.454998316156026927e+00,1.259559058515770547e+00,1.390461828863017280e+00,3.768993623367458135e+00,3.768993623367457996e-02,1.354690165000000057e+00
2.944127260259531420e-01,5.947849009196326531e-01,1.072428378197700871e+00,5.143359339020674437e-01,1.100000000000000000e+01,1.100000000000000000e+01,2.291157317302561669e+00,3.738841108346923736e+00,3.242424950336648237e+00,3.737123614656177484e+00,3.473445169402282762e+00,3.695466295773928156e+00,3.578820090053024483e+00,3.635095506292484568e+00,3.634691949890609841e+00,3.578483652772126877e+00,3.662962433097221027e+00,3.527233928380141936e+00,3.674545411427697417e+00,3.615423755161964792e+00,5.794560926496920672e+00,5.794560926496920839e-02,3.576606777999999931e+00
7.910459770057889362e-01,7.509314517935018474e-01,5.655804521551270891e-01,1.130849969429400081e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.607337356333442768e+00,1.550197388625191852e+00,1.998261945723487143e+00,1.684534026069422596e+00,2.228342209489391657e+00,1.888300871094775291e+00,2.204467767664974431e+00,1.951500385467968002e+00,2.159375492920410977e+00,2.004478507616492600e+00,2.105290367146296138e+00,2.067934330478232940e+00,2.047781055654597004e+00,2.051099659335932746e+00,4.320489975962193085e+00,4.320489975962193280e-02,2.044492818999999795e+00
1.854413615616812838e-01,1.128874576271336139e+00,1.103656701753714442e+00,7.496986838566318534e-01,1.100000000000000000e+01,1.100000000000000000e+01,2.164249970896228614e+00,4.167431905344219700e+00,3.147984206531103890e+00,4.091076697705641863e+00,3.646119370870730236e+00,3.962056456885218569e+00,3.755198307294833171e+00,3.859551855016001287e+00,3.798136456934974259e+00,3.870002248394967204e+00,3.805070272493753958e+00,3.874817577083386144e+00,3.791276896815619413e+00,3.892801381883286282e+00,6.086425735601191711e+00,6.086425735601191933e-02,3.803670875999999978e+00
2.607868508551944853e-01,9.073344771179371326e-01,1.076754395709488055e+00,9.623830231327996643e-01,1.100000000000000000e+01,1.100000000000000000e+01,2.769800624141647738e+00,4.150013640126385184e+00,3.928678449062272371e+00,4.333325172181601737e+00,4.201793095294573455e+00,4.379009334892700167e+00,4.124708575947279243e+00,4.361200482264178113e+00,4.078467054470642061e+00,4.327135605306828836e+00,4.169458884704927648e+00,4.287684280194070219e+00,4.228589237869674555e+00,4.178046211542315369e+00,6.351634732547029927e+00,6.351634732547030426e-02,4.213726641000000050e+00
-1.570985339388199231e-01,1.227874937484877638e+00,1.237739329543383171e+00,1.130962214074917371e+00,1.100000000000000000e+01,1.100000000000000000e+01,4.502957035705133393e+00,6.754602807677567711e+00,5.903602809772668714e+00,6.924609770065581316e+00,6.216827869462921541e+00,6.931321751456735569e+00,6.280988781221945594e+00,6.869809003083807042e+00,6.433028922476656142e+00,6.795707850078572143e+00,6.527525358569754133e+00,6.720469076227941763e+00,6.584942738510188853e+00,6.620075614981320911e+00,8.452136520939797393e+00,8.452136520939797226e-02,6.605966729000000370e+00
8.461733497373595814e-01,8.684187411825646796e-01,7.373195669701726462e-01,3.095118173691458474e-01,1.100000000000000000e+01,1.100000000000000000e+01,4.913794195039730139e-01,4.004306719184873020e-01,4.386870826458532657e-01,5.531901511000490990e-01,3.347618804882398491e-01,5.763094835048176989e-01,4.231729391738348611e-01,5.559332655657519551e-01,4.807510748027771785e-01,5.195797477266324016e-01,5.134406649871967598e-01,4.766735560166708296e-01,5.299048107528169238e-01,4.887207874273127306e-01,1.662972707698848529e+00,1.662972707698848543e-02,4.967865036999999928e-01
-1.114935418915872500e-01,6.223292297754950964e-01,1.235580625527098686e+00,7.073431516767338945e-01,1.100000000000000000e+01,1.100000000000000000e+01,4.307773184711852110e+00,6.783475128067483872e+00,5.960831625973722403e+00,6.923176416152509560e+00,6.427543320545081151e+00,6.955380434237643072e+00,6.444233176141326958e+00,6.937867268242649210e+00,6.434591226634506889e+00,6.911211471988192301e+00,6.455965273809202820e+00,6.882034519291614139e+00,6.530183925107105658e+00,6.685212731780723061e+00,8.396955948163077110e+00,8.396955948163077610e-02,6.698743406000000178e+00
9.281316960041252617e-01,1.066942125712341927e+00,9.159383147451120033e-01,7.543233319874862453e-01,1.100000000000000000e+01,1.100000000000000000e+01,9.967950678687933497e-01,8.474043807186608657e-01,8.812899123142104996e-01,1.137813089720907112e+00,9.755106643094634267e-01,1.167223524882915253e+00,8.982895255845007032e-01,1.097838130517855726e+00,9.927205360508583043e-01,1.077230722911736605e+00,1.051831318283382943e+00,1.082441688388326773e+00,1.073705094524083803e+00,1.061665076008494468e+00,2.771632248654827713e+00,2.771632248654827546e-02,1.054212970000000027e+00
