mean,mean,std,std,ref,ref,3,4,5,6,7,8,9,10,11,12,13,14,15,mc_avg,mc_std,mc_err,measured
-6.188429968365682932e-02,1.694929385933510169e-01,3.661456899676566845e+00,3.311453780991348683e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.668368825092731100e+00,1.028820917950985780e+01,9.433852442883583933e+00,1.022463798488614017e+01,9.951102905973055357e+00,1.019295905469045138e+01,1.009241033201974247e+01,1.018875396702039282e+01,1.017344796001337315e+01,1.016646053275985295e+01,1.019183835254076342e+01,1.016703497229127962e+01,1.017753750307201344e+01,1.030196442527887335e+01,1.535547395204531540e+01,1.535547395204531484e-01,1.232354100000000052e+01
7.180113184827425776e-01,3.170356109938669231e+00,3.980773263547956464e+00,4.309181111379280615e+00,3.500000000000000000e+00,5.500000000000000000e+00,8.051755842132637953e-02,5.713082230641987336e-02,4.069419067087300113e-02,7.735184735837699610e-02,4.012997446192819589e-02,1.528980682702255067e-01,3.890114444041881114e-02,1.940523669236254301e-01,3.808252393729945340e-02,2.206150792435475350e-01,4.185717857599292879e-02,2.251496312172349135e-01,4.483699063951026437e-02,1.249001701775464129e-01,3.977219322942717183e-01,3.977219322942717426e-03,5.722974599999999690e+00
1.930513988420891058e-01,8.884480350680177274e-01,3.890169222239843627e+00,5.666782823264077784e+00,3.500000000000000000e+00,5.500000000000000000e+00,1.170652348125397246e+01,1.778245084193002867e+01,1.585963156094755000e+01,1.781907360592576950e+01,1.739370022507238644e+01,1.778403872438380517e+01,1.755023381018035167e+01,1.769086777646476349e+01,1.762070822858670027e+01,1.768834077404256533e+01,1.764552974480764291e+01,1.769932390217640261e+01,1.766066339703289145e+01,1.825131480377804394e+01,3.248563234056248916e+01,3.248563234056248694e-01,1.293692685999999981e+01
6.687117591096209956e-01,-6.641005681664657878e-02,2.246503101107183653e+00,5.855659386384465925e+00,3.500000000000000000e+00,5.500000000000000000e+00,1.371773218991698462e+00,2.982157704159146938e+00,1.172904866485853237e+00,2.858832047669294774e+00,1.420017456718683180e+00,2.585965897192823437e+00,1.671305898433953496e+00,2.344945639831635731e+00,1.850132541527028884e+00,2.186340169784835474e+00,2.012109356509506064e+00,2.125821231361784580e+00,2.078352987517780193e+00,2.056185685598465707e+00,2.139199833573222964e+00,2.139199833573222909e-02,1.030130025999999965e+01
2.023228235546458365e+00,7.569683407164040645e-01,3.489201120787323696e+00,6.980097796320787751e-01,3.500000000000000000e+00,5.500000000000000000e+00,2.406778959846879840e+00,3.540157093931905141e+00,3.544996844698002025e+00,3.388506979701772170e+00,3.846357519559471694e+00,3.401998030125651606e+00,3.824388997378612487e+00,3.474459385976583992e+00,3.799799299708759293e+00,3.545129080394988641e+00,3.776604530747243338e+00,3.591517828732276651e+00,3.751726434185324699e+00,3.673809639411343309e+00,7.324617932134268372e+00,7.324617932134268317e-02,3.710267806000000057e+00
-5.064677101825539873e-01,-9.143819190457533885e-01,3.710957834601979144e+00,2.984963696449185910e+00,3.500000000000000000e+00,5.500000000000000000e+00,1.783159788067997908e+01,2.460251068435105992e+01,2.278118214411437492e+01,2.450947125170098317e+01,2.435437593968968883e+01,2.445305409151531606e+01,2.445677495863378326e+01,2.441137687551399083e+01,2.450081963801505580e+01,2.439037744946105946e+01,2.451363320067546425e+01,2.439703239728538264e+01,2.451410138669787386e+01,2.452264980522298288e+01,3.331987715764935132e+01,3.331987715764935243e-01,1.725035465999999928e+01
8.733345094337106040e-01,-9.355667865621224433e-01,2.637197444188820850e+00,7.177277559897227377e+00,3.500000000000000000e+00,5.500000000000000000e+00,4.901848810701671333e+00,6.452725222509231529e+00,6.263727408028161747e+00,6.846567763675276197e+00,6.702713179017776746e+00,6.966350607364423908e+00,6.706544401998671745e+00,6.932564146132955685e+00,6.721088272018445053e+00,6.855284982986108666e+00,6.752276653293622921e+00,6.764326101132162705e+00,6.752800432190374735e+00,6.752361779144126608e+00,1.137731517846708762e+01,1.137731517846708729e-01,1.319494049000000047e+01
1.548499896102738527e+00,1.418966070924640555e+00,1.351856462952872651e+00,4.662314840179955233e+00,3.500000000000000000e+00,5.500000000000000000e+00,3.364125024944144005e-01,1.456325709940361257e+00,9.542979503293114174e-01,1.366454173341498546e+00,1.106745401813201468e+00,1.282490496190690221e+00,1.118879099289854739e+00,1.218223692910989753e+00,1.146144610314921763e+00,1.196367186803957150e+00,1.175052665673339103e+00,1.180246128411133633e+00,1.192896320271159327e+00,1.159969180963265512e+00,2.357515995331027181e+00,2.357515995331027278e-02,3.244630916999999837e+00
-4.807486615426469490e-01,3.578848499030724550e+00,1.739645457022712671e+00,4.971298343141301146e+00,3.500000000000000000e+00,5.500000000000000000e+00,6.010650975747560132e+00,8.154049871818896733e+00,8.132866729766107028e+00,8.323757519622661860e+00,8.819641334210537309e+00,8.476181587080228397e+00,8.792234006304434857e+00,8.544034787967166977e+00,8.747301944031734777e+00,8.583029870753161816e+00,8.700956389838442107e+00,8.606458281380291453e+00,8.658622750885459851e+00,8.799504848548528102e+00,1.701370714665018014e+01,1.701370714665018102e-01,5.892124363999999836e+00
1.310415544105566710e+00,2.662859936800039851e+00,1.610494305112598168e+00,7.190494211167316463e-01,3.500000000000000000e+00,5.500000000000000000e+00,7.150627386923735784e-01,6.118200472056797290e-01,9.175019842337513998e-01,7.575825109849976258e-01,9.603981592208988838e-01,8.376606436930236210e-01,9.136471785133970513e-01,8.774069714698948808e-01,8.800901974318779963e-01,8.974847450879841482e-01,8.619931269463173562e-01,9.062086629378851566e-01,8.555095625251428748e-01,9.326561178918140183e-01,2.432552455749459774e+00,2.432552455749459677e-02,6.233556695999999953e-01
