mean,mean,mean,std,std,std,ref,ref,ref,3,4,5,6,7,8,9,10,11,12,13,14,15,mc_avg,mc_std,mc_err,measured
6.926816327932054929e-01,4.639744007906809742e-02,5.958685825246217149e+00,2.043782666429166284e+00,2.525281944812765467e+00,5.869242433525121427e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,7.497531348216646130e+00,6.406358570774976613e+00,9.233403503146362823e+00,8.226160088771090173e+00,8.685972562592723989e+00,8.607208465432211852e+00,8.116567890535849372e+00,8.762511037288316373e+00,8.043065262936341497e+00,8.690073656970721316e+00,8.215164332184430762e+00,8.614329450448117598e+00,8.365315052560656994e+00,8.687580473983940621e+00,2.256205339190516312e+01,2.256205339190516246e-01,2.170846515999999937e+01
2.342123616899621119e+00,5.082163277133689760e+00,7.189431512888177167e+00,4.038468771742677710e+00,2.773665174143966627e+00,8.021623720731360763e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.281659037110606691e-02,1.837478137565735220e-02,8.637738523355406595e-02,3.388278151942081956e-02,7.300873631646837003e-02,4.612069509826647457e-02,5.954650973338433684e-02,5.496051186429994767e-02,4.815429218669055322e-02,5.959488255359580988e-02,3.988536320277129288e-02,5.498402364492749328e-02,8.987284504152729392e-01,8.987284504152729878e-03,4.972975100000000204e+00
2.270196607633516273e+00,1.095474424985804607e+00,-5.096536356866816497e-01,2.943645186687041448e+00,2.420344098221385298e+00,3.717594358039482572e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,1.778741174913474055e+01,1.849194914687774016e+01,2.104715383772211368e+01,1.941552250901668586e+01,2.093808678900589726e+01,2.031325314398883819e+01,2.076723057553062901e+01,2.068310234907323775e+01,2.061143936079795225e+01,2.075666966676187997e+01,2.045559420972670850e+01,2.067787961096980709e+01,2.038094728841848990e+01,2.037773424460582206e+01,4.763289612837844800e+01,4.763289612837844911e-01,3.027086866000000143e+01
-2.625616485537063394e-02,1.204247590628137576e+00,1.374781115090027983e+00,4.487873500198185539e+00,4.156930777056514259e+00,6.166976344266489996e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,1.493534766254062731e+02,1.710161201001894824e+02,1.701770354357313693e+02,1.819675383467470624e+02,1.741978040963486478e+02,1.792956564620287736e+02,1.757589554506624836e+02,1.783042294105528072e+02,1.766458617312769093e+02,1.777766668595550072e+02,1.769966173203716835e+02,1.774171192760101690e+02,1.770093535271845440e+02,1.780753168022785360e+02,4.088579008276980176e+02,4.088579008276980176e+00,8.744672823999999878e+01
5.941302422104171033e-01,2.439373932925975819e+00,8.515061337227776139e-01,3.412922186804437708e+00,5.023730992411314489e+00,4.219575529012214332e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,5.970751284562226857e+01,6.109383666282251113e+01,6.181397416814064627e+01,6.340773296130329584e+01,6.170148807598008034e+01,6.227802530738021858e+01,6.128629509620380134e+01,6.152737156835864596e+01,6.093718750754581492e+01,6.105645378364917519e+01,6.070187653355094426e+01,6.078783424585381567e+01,6.057967581863871231e+01,6.144661185046696517e+01,1.555096588830886901e+02,1.555096588830886972e+00,5.212116839000000112e+01
1.315308567295149444e+00,3.350417196460183877e+00,3.331111995111943891e+00,3.642854819936204969e+00,2.325045963992697029e+00,7.516268983499781342e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,7.698545748091228269e+00,6.433433964731475996e+00,7.200625137363839912e+00,7.109143569748530567e+00,7.121550024476585250e+00,7.321338179126423817e+00,7.019822701072671478e+00,7.277868288622673987e+00,6.925075985540484425e+00,7.237523974941792559e+00,6.819494230043587457e+00,7.145953950052257753e+00,6.763478505143996067e+00,7.063609393125708458e+00,2.676679459432680375e+01,2.676679459432680375e-01,1.970029802000000174e+01
-1.607184696597782625e-01,4.429693318858779705e+00,-1.398249760593310631e+00,2.268683020085155988e+00,2.897426905381917273e+00,2.327322333528297094e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,4.743086069792477133e+01,4.735446316347427853e+01,5.169027675205110484e+01,5.153167998980632092e+01,5.134045183105958188e+01,5.117112010462047067e+01,5.103556246970794064e+01,5.102507107341240555e+01,5.094013447900146474e+01,5.102467241582074564e+01,5.094529492518535818e+01,5.098912370490405976e+01,5.092458157143921227e+01,5.170990076456988760e+01,1.159401223444700548e+02,1.159401223444700646e+00,2.593467899999999915e+01
-9.788180972395899015e-02,3.355695979048094468e+00,1.805395787271793617e+00,2.865525487949394101e+00,5.186350914410844837e+00,9.189273140684026231e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,2.116317934840334374e+02,2.017718437024127809e+02,2.279723902887059523e+02,2.232382248431375729e+02,2.272839042617435439e+02,2.235437178116840755e+02,2.266576252800327325e+02,2.237811865995040534e+02,2.263184248446171978e+02,2.240856400570336859e+02,2.261298869779838583e+02,2.243448831075361909e+02,2.260054356405225349e+02,2.328555203056622815e+02,6.118069225149432668e+02,6.118069225149432633e+00,6.172031591999999733e+01
1.175376894116073823e+00,4.033573370936920366e-01,7.106701461840884804e+00,2.579424255988110648e+00,6.108263852910920555e+00,4.785395456761020405e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,8.819318702718335901e-02,9.348189936453249471e-02,7.003816312146217415e-02,2.890815140491609370e-01,9.144374659112575188e-02,2.750701056280577816e-01,9.997543573790501625e-02,2.315370004830137884e-01,1.122354960402281443e-01,1.976317576317043190e-01,1.211897982998367540e-01,1.767914298395223127e-01,1.243681905684348721e-01,1.598655956459384131e-01,8.044843143441716693e-01,8.044843143441716277e-03,1.744864733000000001e+01
1.861516594889038867e-01,-2.144322015354103161e-01,1.380843952592045065e+00,1.905064572994402683e+00,4.687018485457230099e+00,3.772152513926844364e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,1.687781555869386807e+01,3.593636963280934538e+01,2.116724000550667739e+01,3.301541425862147605e+01,2.471612592253232776e+01,3.068708537309769113e+01,2.663175197156162355e+01,2.971574570517647373e+01,2.733071337166150983e+01,2.927685330178960044e+01,2.761246056481387967e+01,2.908555863353593907e+01,2.779751568096968839e+01,2.859410548404204988e+01,3.814472265948421636e+01,3.814472265948421481e-01,6.796738806999999838e+01
