mean,mean,mean,std,std,std,ref,ref,ref,3,4,5,6,7,8,9,10,11,12,13,14,15,mc_avg,mc_std,mc_err,measured
-3.149252755859658914e-01,4.838934683455176078e-01,6.029194816869139828e+00,1.232044686583767978e+00,2.358072008605997638e+00,5.207158927967258322e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,1.663134198944512931e+01,1.657975930765267947e+01,1.881252766906039753e+01,1.834065746525594420e+01,1.821742497426988550e+01,1.839958884518967963e+01,1.808940286849681200e+01,1.826979444777330386e+01,1.831527355495907727e+01,1.811776843863102116e+01,1.851481041132277028e+01,1.795629631665834225e+01,1.862326007263061456e+01,1.756268936090005894e+01,3.957672888120531951e+01,3.957672888120531973e-01,2.505082575000000134e+01
-8.421318718745518517e-03,-7.185012572657925034e-01,5.391088923166979185e+00,4.679845846071488680e+00,4.631341071552679267e+00,4.185826334026826245e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,3.298394579950633698e+01,3.560937254960458631e+01,3.598995552901094896e+01,3.654547026148311772e+01,3.606080938969935090e+01,3.604772240582601484e+01,3.565373061222587836e+01,3.564702296589096875e+01,3.524634597878301179e+01,3.518957707936350232e+01,3.496145481570357560e+01,3.499357103605691321e+01,3.486463389947127212e+01,3.434024354620141395e+01,8.941813847991113562e+01,8.941813847991113562e-01,5.505395362000000148e+01
-5.081392761945247027e-01,3.557795109908821196e-01,2.333941904997615335e+00,4.929965255399646473e-01,2.980734780327169542e+00,2.053329288875044067e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,5.184351575506983067e+01,5.563332491811932812e+01,5.706158905068948428e+01,5.843307099376656311e+01,5.741316330241758692e+01,5.827184957365499685e+01,5.762346714687519267e+01,5.810645266062490322e+01,5.771060552636052421e+01,5.805267452928878669e+01,5.774466449709969140e+01,5.802242606332193731e+01,5.774632732992881046e+01,5.652496913998793815e+01,7.611139378209807660e+01,7.611139378209808015e-01,4.551019090999999861e+01
2.550641192718340555e+00,7.601562597036879421e-01,3.557680837695926801e+00,3.346011064504490040e+00,3.878944120321180300e+00,4.034371794534546751e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,4.790720589006179608e+01,4.490481949824521735e+01,5.358673208851706704e+01,5.080540058538027637e+01,5.278972096643868639e+01,5.137935995519477927e+01,5.207897012616820120e+01,5.186561854874935307e+01,5.170247865387086961e+01,5.207268862728660963e+01,5.158117865104571820e+01,5.210056614347843862e+01,5.163454972221263972e+01,5.135352391997513877e+01,1.574926575734380947e+02,1.574926575734380885e+00,2.111705501000000140e+01
4.842555487211459564e-01,3.505223536980169641e+00,7.014600600860113389e+00,3.971671909673902601e+00,5.197362528354982913e+00,5.298427281822285728e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,2.854518073738723771e+01,2.848874114437558092e+01,3.412776445145200199e+01,3.361766183705591260e+01,3.425284401188586259e+01,3.368761429819009123e+01,3.409522414860089157e+01,3.373732715438396212e+01,3.407059434936092401e+01,3.377816641118173635e+01,3.399852592753533287e+01,3.385595831856392124e+01,3.392114351498967295e+01,3.328865071297061462e+01,1.278980365894175719e+02,1.278980365894175630e+00,1.685201076999999970e+01
6.732042626771626015e-01,1.850502528605927566e+00,4.995030229737741578e+00,2.072057439617329244e+00,3.292348746976408780e+00,7.831443588089650909e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,1.549166385731786733e+01,1.571279195539307416e+01,1.407478831895004667e+01,1.488415491472272478e+01,1.577590267063028406e+01,1.444219166530492870e+01,1.648552548870875967e+01,1.413431995469492719e+01,1.652722972115859790e+01,1.449842007590398296e+01,1.623600633669962434e+01,1.503456372240208694e+01,1.580056108306840379e+01,1.534525610858985445e+01,3.856136634831356957e+01,3.856136634831356935e-01,2.863055479000000147e+01
1.335238003753660196e+00,3.251062105100325006e+00,1.895182492075582203e+00,3.481596456919331839e+00,5.975640653258761148e+00,4.159878024154413545e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,4.466824658731476205e+01,5.423041563664251896e+01,5.898484258353444432e+01,5.744009703531039435e+01,6.022253671321453794e+01,5.614366026365000550e+01,6.029014619454851243e+01,5.580734764048349916e+01,6.010561462567964242e+01,5.590425678797326015e+01,5.984559682441214790e+01,5.631009345844228164e+01,5.956922180176731274e+01,5.933450983440134507e+01,1.718387991630871170e+02,1.718387991630871081e+00,3.721966783999999961e+01
2.483358617415102998e+00,8.963384411117059081e-01,4.036310899837840083e+00,2.350235763929248822e+00,4.638804449451108702e+00,5.468552507373413363e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,3.789120171299056317e-01,3.406409834304098272e-01,4.183347307262236803e-01,4.478222153863902211e-01,4.634349372065281747e-01,4.214606245609066049e-01,4.976921916010712543e-01,4.333124948809661259e-01,4.794658827363563747e-01,4.819649435542692761e-01,4.532023317259099571e-01,5.046188057287117612e-01,4.327528118233918697e-01,4.713153434985067891e-01,1.996165528838347081e+00,1.996165528838347164e-02,1.761671486999999914e+01
7.424974355814069060e-01,4.970375908997823444e+00,1.558328793934250722e+00,2.159218851204355971e+00,1.900263030889866034e+00,6.266839289415621295e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,2.578181825282292294e+01,2.428228044315869738e+01,2.754944037474554008e+01,2.707167579565211213e+01,2.745356106115283978e+01,2.712151055086997786e+01,2.736751650675627801e+01,2.711043000449372542e+01,2.732698765835914401e+01,2.708750193857915534e+01,2.729831749495482640e+01,2.707875791677600574e+01,2.727737732222268363e+01,2.565986845141160444e+01,7.420738958651578798e+01,7.420738958651579287e-01,8.936815602999999442e+00
2.163703624303761508e+00,-3.082414689708705691e-01,6.838408060628530905e+00,1.363006568205142210e+00,1.420647113790170168e+00,4.521754090944426707e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,4.887293758695713919e+00,5.970053250508568610e+00,5.383406692032655982e+00,6.921349076041972026e+00,6.006853088450220923e+00,6.480701746208285208e+00,6.331141568968328137e+00,6.040502863916883847e+00,6.439595203240728871e+00,6.171185704856450904e+00,6.411772810904599496e+00,6.291540757245423166e+00,6.307070327469310733e+00,6.400988589439625898e+00,2.358839496222545407e+01,2.358839496222545351e-01,4.468031454000000124e+00
-2.981986344924775767e-01,5.008822611354464271e+00,3.312263596249307884e+00,1.208669766421997638e+00,2.898291285431060516e+00,4.633317831625860528e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,3.619135635167944010e+00,1.953328549338218423e+00,3.543231354720995263e+00,2.880097273643834388e+00,3.342455554562348219e+00,2.995983521185717535e+00,3.143394424872817172e+00,3.154214855450724109e+00,2.972999052624461847e+00,3.204449726211291427e+00,2.886717189257677063e+00,3.230845735775024874e+00,2.853620039378269801e+00,3.026119973721915990e+00,7.324029813008833933e+00,7.324029813008833822e-02,9.458370158999999333e+00
2.267494635083807886e+00,1.774118959555855746e+00,5.772014654292796365e+00,5.512272023647254215e+00,2.995625414595138203e+00,5.025348769733335885e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,1.280193975032791229e+02,1.074793931550098307e+02,1.349980418024608753e+02,1.259588097276318166e+02,1.325889267306247064e+02,1.271749493607596548e+02,1.315702973651872298e+02,1.276272835903500322e+02,1.312687977566691586e+02,1.278968153662507063e+02,1.310769562367125616e+02,1.280652864849862453e+02,1.309027390247460403e+02,1.324996414839137344e+02,3.901022349017599140e+02,3.901022349017599034e+00,2.034878390000000081e+01
4.173771548941114240e-01,2.752959909031360120e+00,1.574048470242294329e+00,3.722228047497833536e+00,1.537279289261223036e+00,6.108757741478120451e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,4.661371122704755976e+01,5.016740633678688965e+01,5.174660268386373474e+01,5.304662815814139520e+01,5.249973170011340073e+01,5.283321809909691069e+01,5.271756336101418583e+01,5.269036897012009035e+01,5.278236140900084195e+01,5.257271642681986634e+01,5.278435618808093466e+01,5.253533233310125894e+01,5.277160492061790364e+01,5.363471906069996464e+01,1.184305945929672106e+02,1.184305945929672088e+00,3.697277436000000250e+01
2.049568086014555313e+00,2.647656946373360132e+00,4.200274457621814506e+00,4.555029464174549680e+00,2.985610965012135409e+00,2.113354485092989954e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,4.525788177878921070e-01,4.569819251052812170e+00,1.815568806272939151e+00,3.599156318079758776e+00,2.324460364565710258e+00,3.031172096527198434e+00,2.647196126991267384e+00,2.743050265317700021e+00,2.870639708007660662e+00,2.578973905850345361e+00,2.951499360213563961e+00,2.530488553160441967e+00,2.946733404978608029e+00,2.784935009068235434e+00,8.974160049375420556e+00,8.974160049375420889e-02,1.314876512000000019e+01
1.654569564790721037e+00,3.080747384090802399e+00,7.296709298801948407e+00,1.348531873286601401e+00,6.359285860276575164e+00,1.939983614498067332e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,9.062475333976333092e-02,4.255086305973837524e-01,3.222283864313761903e-01,3.377249937967394811e-01,3.414158879375216449e-01,2.819132029577421372e-01,3.452390567582540593e-01,2.475535777218497990e-01,3.469370871718044924e-01,2.301788545335850533e-01,3.449596735217541066e-01,2.349489213252082265e-01,3.417540599017142022e-01,2.587034739439412756e-01,1.663439677025417840e+00,1.663439677025417909e-02,2.403156227000000200e+00
2.311486187903992295e+00,1.353268560326680969e+00,5.054000744654521426e+00,4.406059633936985520e+00,2.567639512134461288e+00,2.795712822086434457e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,2.907622242730635520e+01,2.372317452061327714e+01,3.117414098912373177e+01,2.831772698950914702e+01,3.064756624330448531e+01,2.893602544490316220e+01,3.018155322978632071e+01,2.923557551986791836e+01,2.985729475147352474e+01,2.936433726132402811e+01,2.966213477890637762e+01,2.943641092764100264e+01,2.958025197480558077e+01,2.883976040380889216e+01,8.947979022791757586e+01,8.947979022791757719e-01,1.329132951000000062e+01
2.190850287738417279e-01,-1.139433659537082644e+00,2.313587141948811876e-01,3.146918101388469058e+00,4.799306574201898101e+00,6.009208080006774644e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,1.296334276637958851e+02,1.463432594962198436e+02,1.523401618273979636e+02,1.545849638786098126e+02,1.534407271172910043e+02,1.547128277018823894e+02,1.536217444967507504e+02,1.543962268082641458e+02,1.537319788226838853e+02,1.544647707702377772e+02,1.537098039449608109e+02,1.543890574037034753e+02,1.538151121953963525e+02,1.541064304043655966e+02,2.873077894073421703e+02,2.873077894073421845e+00,1.376040163000000121e+02
7.906188345412465956e-01,1.573058786933142272e+00,3.780513419505094230e+00,9.922034334219337337e-01,1.707427251504264776e+00,2.908007121536654527e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,1.089250679691975776e+01,1.037612805221007939e+01,1.107463882319576776e+01,1.177521573215762274e+01,1.111488810467207244e+01,1.168791055932060630e+01,1.135504506450638118e+01,1.155989912220924687e+01,1.151976942455401343e+01,1.145610852980250627e+01,1.159617068119498740e+01,1.143415209926199338e+01,1.159807964528941682e+01,1.139716452137021641e+01,2.848450289253438328e+01,2.848450289253438572e-01,7.333006944000000082e+00
1.131354993062009928e+00,2.925192482205458688e+00,6.321829962179858597e+00,2.919056450377714995e+00,3.186152798787021290e+00,4.514890315295172485e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,1.569824485040973272e+00,4.199871925157637742e-01,1.313247601035036016e+00,6.688326026818933734e-01,1.080676563005378510e+00,7.835167440563324259e-01,9.380228406616752945e-01,8.739314736618520874e-01,8.556134197030669242e-01,9.189590632171839024e-01,8.387628102108686257e-01,9.222948357242861661e-01,8.618323176915209105e-01,8.927059391219918094e-01,4.424386372035304049e+00,4.424386372035304243e-02,8.485527325999999704e+00
2.121156857924376915e+00,4.547054515575923439e+00,6.080154756977501407e+00,1.655611306100462476e+00,3.755248231754050092e+00,3.509974893118664951e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,0.000000000000000000e+00,3.477984452018539773e-06,5.739069713810386792e-05,5.144681957120796588e-03,1.255784608758548151e-03,1.738018613150900740e-03,3.146514437137336740e-03,2.122110540566545921e-03,4.670288943606361320e-03,1.687798342767425890e-03,5.154912826988364283e-03,1.440698196234884917e-03,4.438278434737326361e-03,3.287634078327245513e-03,1.185234803533434522e-01,1.185234803533434522e-03,1.463046298999999939e+00
1.731664306507555873e+00,2.814726338863898558e+00,7.140827649094871887e+00,3.052267942646295307e+00,3.302095145797176556e+00,5.204495725809350049e+00,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,2.486213231593311868e+00,1.149411817235021838e+00,2.150943338309302622e+00,1.419323018608298792e+00,1.922491838255298680e+00,1.498429215042614615e+00,1.814122046723553261e+00,1.555400928631176072e+00,1.754870017975139529e+00,1.592336022790272976e+00,1.727137781821953322e+00,1.620657129526802187e+00,1.710516061688419853e+00,1.625989646825554136e+00,9.534226119495736285e+00,9.534226119495736729e-02,7.081317291999999597e+00
-5.864147522645435373e-01,4.212080526975678918e-01,4.168260057453402112e+00,3.844984839639274732e+00,1.412228759332497807e+00,6.327208712891494446e-01,3.500000000000000000e+00,5.500000000000000000e+00,7.500000000000000000e+00,2.080076188444994045e+01,2.753235044687179922e+01,2.407766845942109768e+01,2.725282916021532387e+01,2.473303232504113325e+01,2.668743672397890521e+01,2.513040489945961298e+01,2.631672500949716209e+01,2.550850629352537879e+01,2.606805205023823646e+01,2.571139046154405250e+01,2.590066508772205722e+01,2.582283418846954248e+01,2.576536546850240583e+01,2.755123380444768699e+01,2.755123380444768899e-01,3.689427864999999684e+01
