mean,mean,mean,std,std,std,ref,ref,ref,3,4,5,6,7,8,9,10,11,12,13,14,15,mc_avg,mc_std,mc_err,measured
9.457729357124089464e-01,1.264146822772663770e-01,3.669462530860506000e+00,1.625703485944637539e+00,1.664497641062589794e+00,2.824644192197053982e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.082309770989195954e+02,1.247023544229469110e+02,1.275567316404241467e+02,1.286549137739389437e+02,1.291426819783005726e+02,1.274343851076098275e+02,1.294961813332216138e+02,1.273614978876009900e+02,1.294403893837474300e+02,1.274680377995942990e+02,1.292691392137602691e+02,1.276180862146906634e+02,1.292010409529648882e+02,1.300676128953444959e+02,1.762508978340057979e+02,1.762508978340058041e+00,1.395616148999999950e+02
8.412740061605514796e-01,-8.908626525059065715e-02,4.644659584538555208e+00,9.809850900042699218e-01,1.694485944572485581e+00,3.530934609887895093e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.106741284862686285e+02,1.124833750827188936e+02,1.295704128349227346e+02,1.143844372943101462e+02,1.304135149466609676e+02,1.154130436506438997e+02,1.294835053791964299e+02,1.187775140066629831e+02,1.281529254435709220e+02,1.213311093711736106e+02,1.271911565528284882e+02,1.230077758756171136e+02,1.262996356893338543e+02,1.260786011567919758e+02,2.085265212002828719e+02,2.085265212002828772e+00,1.234141771000000034e+02
3.722920827286249623e-01,1.057282061382456062e+00,5.463298470984282673e+00,2.248654227997603172e+00,1.530539448549132597e+00,1.879746697067404826e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,7.262840890586477371e+01,7.652720564282687121e+01,8.491855980337655296e+01,8.366532958235804074e+01,8.421086410466011785e+01,8.289241204818543451e+01,8.355747909606657231e+01,8.333592438396055968e+01,8.383875526780984444e+01,8.392281025183861232e+01,8.404611654754479844e+01,8.406232994233664613e+01,8.396789347974998918e+01,8.208276267327428855e+01,1.678634678232003807e+02,1.678634678232003852e+00,5.904911633999999765e+01
8.025762840252723684e-01,-2.208438646986048137e-01,2.667633215893184584e+00,2.498689294144288642e+00,1.911697990533365976e+00,6.382340720989632565e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.998487121589344326e+02,3.046488153437863957e+02,2.407141388716619872e+02,3.037061935949968756e+02,2.572652808732764242e+02,2.960117594690378837e+02,2.658699462020108513e+02,2.905451789407434831e+02,2.704559803607847925e+02,2.875354905104803720e+02,2.729771933620472737e+02,2.873031502498125747e+02,2.743112193982889835e+02,2.859240347182559390e+02,3.157631880110744191e+02,3.157631880110744138e+00,3.915407615999999962e+02
4.845056268099125485e-01,1.065534078527176076e+00,1.791018799969929631e+00,2.010364752197643323e+00,2.222814163885794836e-01,1.333008722809352120e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.248735657289824843e+02,1.362098553297660146e+02,1.377015383975096938e+02,1.392791460757559605e+02,1.388964599946521901e+02,1.387442348177002884e+02,1.390255050483296202e+02,1.387855735893792826e+02,1.389204684164281218e+02,1.387846091551823235e+02,1.387967597571247325e+02,1.387036968038187297e+02,1.387519476546519854e+02,1.390065790067852163e+02,5.688617089219700773e+01,5.688617089219700773e-01,1.628908165999999937e+02
3.076671164517008616e-02,3.581954628673004737e-01,4.782038359041212772e+00,1.927262575667659572e+00,2.163544229823608944e+00,3.017229092188490558e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.811210342210147815e+02,1.768681407095415636e+02,2.059023822709225726e+02,1.939032860428444565e+02,2.055872768313997767e+02,1.976486613362974936e+02,2.037301095713460199e+02,1.999655574182209250e+02,2.020049631806911634e+02,2.012979942088999792e+02,2.007378312487965673e+02,2.019908577151776399e+02,2.000135408535281556e+02,2.047322507787223458e+02,3.605970662004434644e+02,3.605970662004434502e+00,1.418404023999999879e+02
6.880122563916218903e-02,1.066573919398512649e+00,4.305743883196224253e+00,1.912976053066741677e+00,6.764341563207261210e-01,1.745332027965030841e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,5.849329642347255742e+01,6.365284066670268714e+01,6.701037736356703078e+01,6.903133379903869127e+01,6.722893873602423298e+01,6.935822739832326533e+01,6.739202603935127911e+01,6.900102639756150325e+01,6.821467217500132563e+01,6.855417055730492848e+01,6.851115741048775476e+01,6.837097844649703404e+01,6.853478461000862865e+01,6.881553341578545258e+01,9.974797002516866939e+01,9.974797002516866407e-01,6.844850689999999815e+01
1.120877111511122237e+00,8.579780377910617428e-02,2.307434619111801588e+00,1.895822342522680781e+00,1.966941494010860048e+00,2.638982752567975876e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.490787176112578720e+02,1.891629070006554514e+02,1.766802394108412955e+02,1.907544713185396290e+02,1.814291232074572520e+02,1.884503098938699281e+02,1.830906293612359548e+02,1.874994779007544139e+02,1.838070466633819535e+02,1.870780859984245978e+02,1.841380457264230017e+02,1.868006889669294424e+02,1.842984663078309211e+02,1.871005828049147510e+02,1.763156969395033684e+02,1.763156969395033746e+00,2.183966007999999874e+02
4.916606097789524843e-01,-1.959480328052964904e-01,6.111373368535445216e+00,5.543949590734862376e-01,6.622871739595991292e-01,5.163651256456013527e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.095543313116558295e+02,7.826274106139720743e+01,1.225086072645515713e+02,8.909232105886256647e+01,1.192414695935448066e+02,9.896447802250818881e+01,1.155517390595868932e+02,1.043244119458892243e+02,1.123732937623827866e+02,1.073147616503756012e+02,1.099254105780968160e+02,1.090857329597149032e+02,1.077206727148195284e+02,1.120062746852347431e+02,2.203886758135756736e+02,2.203886758135756629e+00,1.161779326000000054e+02
1.768904775944101226e-01,5.023944047944040037e-01,3.407494292258760105e+00,1.781801528779052513e+00,7.095852496204162474e-01,5.067852805824504259e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,2.242531513293093326e+02,2.932101457708337762e+02,2.713051174965919472e+02,3.032653577391789668e+02,2.801601272375326062e+02,2.995538550386313545e+02,2.842252356439645951e+02,2.972634511390573380e+02,2.865646808303511079e+02,2.957625390998020976e+02,2.880708896892346047e+02,2.947360769747299400e+02,2.890868379527296383e+02,2.904343075563937191e+02,4.566637411739452546e+02,4.566637411739452368e+00,2.406225525000000118e+02
4.200048181607639042e-01,3.243206143453858936e-01,5.224752430875916787e+00,3.053552562550505112e+00,6.736304381224288429e-01,1.389487279099779649e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,7.879618181076624239e+01,1.016001545228964318e+02,9.472487013543906187e+01,1.052753118411803541e+02,9.772048799614685777e+01,1.037865794456009638e+02,9.870429070622141410e+01,1.031498504995967380e+02,9.921479486343419296e+01,1.026911812404412387e+02,9.967384075752075034e+01,1.022754987749248272e+02,1.000592109473065818e+02,9.799786925762002454e+01,1.775737738412187525e+02,1.775737738412187516e+00,7.396863258999999857e+01
5.792668878393358867e-01,1.774640437268483195e-01,2.986616663614240608e+00,9.752048028238362587e-01,1.806951054980922677e+00,5.221867971718880064e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,2.283393983594839654e+02,3.166025545539847599e+02,2.784938232275300720e+02,3.240395817270525640e+02,2.892508727522334198e+02,3.192165921224578256e+02,2.945596077978296989e+02,3.164729883143353391e+02,2.976370054298955097e+02,3.147832222507864799e+02,2.996340605337052807e+02,3.135931988096624536e+02,3.009993680597018511e+02,3.043317209718540539e+02,4.560437605259169800e+02,4.560437605259170191e+00,2.737419547000000080e+02
6.964543751752356737e-01,8.972912403466084541e-01,5.314146948154380823e+00,2.271127033491309177e+00,9.191094484905347750e-01,1.607227168958905050e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,4.619098939318691066e+01,5.118079145404563235e+01,5.419349724179348726e+01,5.380582461342947909e+01,5.418668904192145419e+01,5.326445828283556949e+01,5.449499754578943111e+01,5.347574632586260179e+01,5.468124060102642403e+01,5.354484685427438251e+01,5.456580005443748860e+01,5.352461033602318707e+01,5.441384403953999538e+01,5.441209567594894025e+01,1.084386004389874927e+02,1.084386004389874980e+00,4.342933854000000338e+01
5.566817132997505801e-01,1.475314817735898232e-01,3.907923120071146172e+00,3.007981399291201896e+00,1.993110914536196487e+00,3.573977828145003421e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,2.714126729185095428e+02,2.977732741075327567e+02,3.133011610558757525e+02,3.160550432722358210e+02,3.174154472041591930e+02,3.154389565365665362e+02,3.183695538963434615e+02,3.156984528786400688e+02,3.185031269192999730e+02,3.159938325571233690e+02,3.184479236031281175e+02,3.163081028799163619e+02,3.182706731830964486e+02,3.213913022476644414e+02,5.742550829192339279e+02,5.742550829192339279e+00,2.118704160000000059e+02
6.088025206267793088e-01,2.570188986201954462e-03,6.155100593266022990e+00,1.734425981859629706e+00,6.574447465177594152e-01,4.004045062809607813e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,8.778367122425578373e+01,6.332246374576895676e+01,9.254178217497810977e+01,8.155678988275980146e+01,8.673213921968962836e+01,8.616002810883784946e+01,8.229514402238466175e+01,8.769424219164505985e+01,8.003514177652806438e+01,8.778424211691552159e+01,7.986213706725332884e+01,8.724234228703429039e+01,8.081198930970717242e+01,7.994585081031061691e+01,1.738901638267520582e+02,1.738901638267520644e+00,8.541882038999999338e+01
9.635540911204794057e-01,7.633278228148305811e-01,5.464836304220277441e+00,2.912925461590401444e+00,3.957915149534659838e-01,5.347793972297897547e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.513048169936792249e+02,1.468154491166409343e+02,1.749364258589044141e+02,1.517592151290492097e+02,1.743407483140074703e+02,1.540560353509633842e+02,1.722118872603821274e+02,1.561977251609106929e+02,1.700652985109502993e+02,1.592891992231259053e+02,1.681552153106398180e+02,1.614066233314663066e+02,1.665948920187061049e+02,1.659135412966121805e+02,3.283895808526493170e+02,3.283895808526493099e+00,1.442468687999999872e+02
1.047000707948640530e+00,-7.498453516690761766e-03,6.390890270521400574e+00,2.220879834673842090e+00,2.159276752894932816e+00,2.603786412213275003e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,7.807048783987453078e+01,8.264761092248889440e+01,8.813181171618799681e+01,8.994187970624616923e+01,8.887034611577649912e+01,9.003583441587430514e+01,8.921922850079478451e+01,8.975021146428366592e+01,8.943559298946718172e+01,8.958806573608973167e+01,8.936664943692998975e+01,8.967836610552514287e+01,8.932288909144898525e+01,9.020483264382998811e+01,1.541331554617481459e+02,1.541331554617481503e+00,7.185826620000000275e+01
3.142106249331561019e-03,6.097943579847038276e-01,3.889985862798480021e+00,1.090292870698729155e+00,6.410331817022384415e-01,7.910901960045041426e-01,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,3.335904563963225655e+01,4.419684999871864761e+01,4.084773476488109623e+01,4.592579798352917919e+01,4.153774211437464459e+01,4.530506944671040515e+01,4.221910384300223029e+01,4.514593194118187824e+01,4.285038512557602530e+01,4.497983617333743922e+01,4.318381854902871453e+01,4.478283476280365250e+01,4.329292498580003468e+01,4.383204591314255083e+01,5.876163137089836397e+01,5.876163137089835953e-01,4.203881607999999659e+01
9.356145045246515579e-01,9.037073158707051856e-01,4.154463463576500537e+00,2.531560263844597980e+00,1.824639902039112638e+00,5.355409997133244282e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.363853601884911200e+02,1.854789448134288818e+02,1.648122805615204527e+02,1.847030076144313853e+02,1.721425694987676138e+02,1.785832082552621216e+02,1.756043173368886130e+02,1.746135147429456538e+02,1.770475102175740005e+02,1.718679090592724492e+02,1.776401614269951210e+02,1.709041822952820553e+02,1.776879857158577636e+02,1.752582811268860041e+02,2.715258671030290429e+02,2.715258671030290394e+00,2.068921032000000082e+02
3.629383822093811829e-01,5.318037059452109805e-01,2.596490067466643570e+00,1.730980161072956491e+00,1.284630951442580660e+00,4.811919541225562647e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,2.482325049072034062e+02,3.321184271444029719e+02,3.002888434435073464e+02,3.417122759594144554e+02,3.105478223056719571e+02,3.373400409214589786e+02,3.153746621225519675e+02,3.350331527844095945e+02,3.182381336215283909e+02,3.336268700152289739e+02,3.200905859234021591e+02,3.326940553129149407e+02,3.213559657447805762e+02,3.252407520179169182e+02,4.802586455947741797e+02,4.802586455947741584e+00,2.775499947000000134e+02
9.761821686570228973e-01,3.028891011104382636e-01,4.281477195839848093e+00,1.906529809166492617e+00,1.866949262759453054e+00,3.231040910577848813e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.260337556314061374e+02,1.299958794273256899e+02,1.465299382834925552e+02,1.387646413967145804e+02,1.470297039642472612e+02,1.401089724179817324e+02,1.461432350940168874e+02,1.407894293233074450e+02,1.453638594851067580e+02,1.411780251329236364e+02,1.447062827169745560e+02,1.417353282371807381e+02,1.441642762073594213e+02,1.454392970523639121e+02,2.371182686671828037e+02,2.371182686671827966e+00,1.315556110999999930e+02
2.629081575988959640e-01,3.571981623944598394e-01,5.455469595366357893e+00,1.451042574024706822e+00,2.199584219676147701e+00,3.483577025648942893e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,1.696597845376306566e+02,1.559836630900785508e+02,1.883253380607025349e+02,1.767171339067248823e+02,1.855822331874545625e+02,1.807515445379363825e+02,1.830555149695852037e+02,1.825229676727949766e+02,1.822359279458601691e+02,1.834327048269519196e+02,1.816613454820247000e+02,1.836019503964630530e+02,1.817415212787129235e+02,1.838013997006229658e+02,3.739096166548071096e+02,3.739096166548071309e+00,1.142339307000000019e+02
8.178841775552042614e-02,1.124445008295253401e-01,5.489570043631005092e+00,1.179485394721586644e+00,1.141024305250986082e+00,3.204087960677795444e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,8.863551155087603206e+01,7.174199969990627324e+01,9.659535196509581567e+01,8.671863157768720498e+01,9.295214086320220304e+01,9.013294278811368088e+01,8.914634132384668419e+01,9.182648040445513971e+01,8.595816574283315958e+01,9.239522324127699449e+01,8.561990375793027397e+01,9.229028777680740347e+01,8.749733369766035196e+01,8.771144160297545511e+01,1.523869044490551232e+02,1.523869044490551161e+00,8.962799834000000487e+01
-1.135058675869926037e-01,2.046040360574905015e-01,2.329024079057559149e+00,1.849032271809844863e+00,1.545462231261039987e+00,2.767435050221623172e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,2.575667065036953431e+02,2.988799878434131756e+02,2.946818596733411368e+02,3.080955923777456746e+02,2.996278390600709258e+02,3.055875490902423053e+02,3.013178650482010426e+02,3.043595469672961826e+02,3.020762184820888478e+02,3.037089114358917072e+02,3.024615246521591985e+02,3.033560066791429222e+02,3.026583507978533589e+02,2.972477270578526714e+02,3.746678086654079038e+02,3.746678086654079198e+00,2.640722756999999774e+02
8.978491017754246517e-01,2.025826924113424132e-01,1.810179376011925578e+00,1.342992344391142012e+00,2.591655438986111282e+00,5.505357800692429748e+00,1.100000000000000000e+01,1.100000000000000000e+01,1.100000000000000000e+01,3.315186260671120522e+02,4.199659673396886888e+02,3.868402579096253930e+02,4.297180520960180274e+02,3.980175547791021700e+02,4.239346150400141369e+02,4.031833118981243729e+02,4.208568329976495761e+02,4.060347359658920254e+02,4.188325344209251284e+02,4.076927520360146104e+02,4.173674948334209489e+02,4.089052037890126599e+02,4.119444613520748817e+02,5.560721569139440135e+02,5.560721569139440490e+00,3.698680992999999830e+02
