mean,mean,std,std,ref,ref,3,4,5,6,7,8,9,10,11,12,13,14,15,mc_avg,mc_std,mc_err,measured
5.714545149112641997e-01,2.027679269038568100e-01,1.995125899712368867e+00,1.586321372306176869e+00,1.100000000000000000e+01,1.100000000000000000e+01,6.559249122568568069e+00,1.226345364638733137e+01,9.973592769532084290e+00,1.192096888569056290e+01,1.104578002783004642e+01,1.171723320963964454e+01,1.123017126763408235e+01,1.156176721394899687e+01,1.132552815930202073e+01,1.145811861369748641e+01,1.137991046437495335e+01,1.138613737270798687e+01,1.141223523376436688e+01,1.139881291812411135e+01,1.477678511805531159e+01,1.477678511805531059e-01,1.136965778000000071e+01
1.275539656920530840e+00,-1.411626436920237759e-01,1.580038690859742134e+00,1.201192815438994366e+00,1.100000000000000000e+01,1.100000000000000000e+01,5.112741926369218426e+00,6.161092741397255601e+00,6.392151938596761340e+00,6.381582189637386548e+00,6.712579533839077683e+00,6.614505706398527529e+00,6.701748653163723368e+00,6.680015408593531490e+00,6.679976778781650637e+00,6.683567525462409620e+00,6.655186272475998699e+00,6.699180902522656744e+00,6.678943442314164258e+00,6.715427755952677380e+00,6.951020605406829311e+00,6.951020605406829644e-02,7.522054902999999904e+00
-2.363723047978203151e-01,4.265345229683077388e-01,8.955675137985696921e-01,1.599746176193881819e+00,1.100000000000000000e+01,1.100000000000000000e+01,7.614674165122918836e+00,1.104771792227075089e+01,1.002477188356866300e+01,1.098256154350460889e+01,1.079238299175059090e+01,1.092321733433972319e+01,1.086478691559907972e+01,1.087168246129350457e+01,1.088849695944293572e+01,1.084515011592370293e+01,1.089214193854003909e+01,1.082846947729357190e+01,1.089627953511390501e+01,1.099501588924336559e+01,1.422863743751159049e+01,1.422863743751159038e-01,1.026667707999999912e+01
2.892514728327272300e-01,-1.717763663055922319e-01,9.372694028370526231e-01,1.594448998444160659e-01,1.100000000000000000e+01,1.100000000000000000e+01,3.662860790773678321e+00,5.086539250410318402e+00,4.725565538636987917e+00,5.042855586084095343e+00,5.046959934383407287e+00,5.010027632527801700e+00,5.073650193079408233e+00,4.975266128250440900e+00,5.077907813053184505e+00,4.948252919142788642e+00,5.073801479925916347e+00,4.927313367080701667e+00,5.068232795430774651e+00,4.952604987648364876e+00,4.397029116555035699e+00,4.397029116555035977e-02,5.107733435000000100e+00
4.730615793673037528e-01,4.299265922730152178e-01,1.096132780001285001e+00,2.312904737287826418e+00,1.100000000000000000e+01,1.100000000000000000e+01,5.129212032824023382e+00,9.449076230975137491e+00,7.686082969253042130e+00,9.184990160535537740e+00,8.429488725237639812e+00,9.031496969123940843e+00,8.551609702231155907e+00,8.921935087073396886e+00,8.610287219858722807e+00,8.844866030583332872e+00,8.647458041931301409e+00,8.792316857844248545e+00,8.680739480514676032e+00,8.689601137511449025e+00,1.033496518120851881e+01,1.033496518120851915e-01,1.017878057999999974e+01
6.000898473632718666e-01,-2.948610706338272158e-01,1.015662779619069145e+00,1.369931419006563011e+00,1.100000000000000000e+01,1.100000000000000000e+01,7.483884216696399250e+00,1.023650911098333793e+01,9.436872211033575653e+00,1.013673094198522939e+01,9.982275818822726521e+00,1.005188965392302691e+01,9.954737579682754856e+00,9.970374238344223983e+00,9.924286928191607515e+00,9.933640695103889584e+00,9.918939652588697697e+00,9.920965142539227344e+00,9.921085861466245603e+00,1.027095789761911959e+01,1.338640184043114978e+01,1.338640184043115022e-01,9.426441787999999988e+00
1.092185752478905592e+00,-2.707461047441365176e-01,1.409789467680843567e+00,2.996020042877431400e-01,1.100000000000000000e+01,1.100000000000000000e+01,4.338701711465304811e+00,4.150778931346911449e+00,5.196792038646508516e+00,4.776245463936749758e+00,5.321264901337366737e+00,5.048242963466469391e+00,5.181359724542728529e+00,5.161962912051087038e+00,5.065929789354118640e+00,5.209594790647988916e+00,4.982786290257556594e+00,5.223468438692578708e+00,4.910299950674451352e+00,5.058435313615096796e+00,5.682282765049979645e+00,5.682282765049979922e-02,5.165421370999999873e+00
3.556074343257846770e-01,3.696479103491789875e-02,2.549040038692034216e+00,8.235005775498112079e-01,1.100000000000000000e+01,1.100000000000000000e+01,6.895515507526731369e+00,1.321093169360263353e+01,1.046411857178809690e+01,1.289748425565173484e+01,1.158962039987284776e+01,1.271400820584899449e+01,1.182106238307449431e+01,1.257564171599681657e+01,1.195127217642571615e+01,1.248382054172907729e+01,1.203393632283693471e+01,1.242022747768427671e+01,1.208941648850966288e+01,1.239521431865441592e+01,1.506783000507142312e+01,1.506783000507142256e-01,1.261812759000000028e+01
1.116011756644901265e+00,9.959670520943731953e-01,2.280636858155614011e+00,9.721489313329312321e-01,1.100000000000000000e+01,1.100000000000000000e+01,3.389356303961779560e+00,4.605781976547189238e+00,4.850218895291477317e+00,4.531156342020391747e+00,5.240182156564418214e+00,4.475676728875636279e+00,5.250229801696498555e+00,4.528536183919372959e+00,5.213028171671005850e+00,4.608700157413675669e+00,5.159590160834630623e+00,4.710901328892098228e+00,5.108825193710489820e+00,4.876571730513772351e+00,8.716702769453517519e+00,8.716702769453517352e-02,5.401851309999999629e+00
9.349650413329126941e-01,6.174043891831425546e-01,1.089158804990361107e+00,1.424465423168462808e+00,1.100000000000000000e+01,1.100000000000000000e+01,3.351898009276114809e+00,4.634618809413529661e+00,4.404631290323456128e+00,4.600463126722448948e+00,4.860634779823657325e+00,4.782620802176499986e+00,4.909974726751267227e+00,4.846044045065220018e+00,4.935384917016047090e+00,4.886640770106360776e+00,4.936447262298004901e+00,4.895180186651385768e+00,4.924545410764174846e+00,4.844909247854170431e+00,9.337762550482228363e+00,9.337762550482228696e-02,4.442782777999999766e+00
-9.250455573145074939e-02,8.083966638989724673e-01,1.620865129542044203e+00,6.414104520744465798e-01,1.100000000000000000e+01,1.100000000000000000e+01,4.139042296711227920e+00,7.679102632784033489e+00,6.067957765783925872e+00,7.585565364761434282e+00,6.726453666228780826e+00,7.513069502516821707e+00,6.850947638419907726e+00,7.443113618160857925e+00,6.914868038219326607e+00,7.398596982150377421e+00,6.972799050403549970e+00,7.358350034324854683e+00,7.012296556458723629e+00,7.263546982262480078e+00,9.468967325702681848e+00,9.468967325702681848e-02,7.543520551000000296e+00
2.463909456803841103e-01,1.155204532485994307e+00,7.901384518235581300e-01,1.858262578880231608e+00,1.100000000000000000e+01,1.100000000000000000e+01,4.351787405082678362e+00,5.189510585581781577e+00,5.867747955013434158e+00,5.313372060896289995e+00,6.267373594676446835e+00,5.540863863801622102e+00,6.168117488552596228e+00,5.702211088086551527e+00,6.071036069714713435e+00,5.814763231348763384e+00,5.984872432181619573e+00,5.879164217163991069e+00,5.912707180623635317e+00,5.838016162958794553e+00,1.089500908484798458e+01,1.089500908484798414e-01,5.390200055000000212e+00
6.934062085318526414e-01,1.350986524535280342e-02,1.998349787150582646e+00,1.087080965574371838e+00,1.100000000000000000e+01,1.100000000000000000e+01,6.734122472303235796e+00,1.184925848690527950e+01,1.006271106315050901e+01,1.157797403348936882e+01,1.112084255016423207e+01,1.140789094814927829e+01,1.126028378437651334e+01,1.126850198059288743e+01,1.132372824897278818e+01,1.117898886806888470e+01,1.135438472183396108e+01,1.112217858065534415e+01,1.136828282818700764e+01,1.117025113472421083e+01,1.864885710650941419e+01,1.864885710650941442e-01,9.885609985000000322e+00
1.169240051541820424e+00,9.858232587078455955e-01,2.969185792576981342e+00,1.547275347427881309e+00,1.100000000000000000e+01,1.100000000000000000e+01,6.411582575249212823e+00,9.366403738308143545e+00,9.326875684263498556e+00,9.182711636585807469e+00,1.012712087942528605e+01,9.089077349405421558e+00,1.008013994873549279e+01,9.082597845237588174e+00,1.000561315269430551e+01,9.074366306683788963e+00,9.931561367536067664e+00,9.101766901824960954e+00,9.862565133618973690e+00,9.715460159849794053e+00,1.635574875222791391e+01,1.635574875222791380e-01,9.274123622999999483e+00
7.956205523261219437e-01,-8.604169589362503645e-02,1.938086569495445444e+00,1.580144730737336856e+00,1.100000000000000000e+01,1.100000000000000000e+01,7.188874717288948446e+00,1.208837171870384708e+01,1.042996031655168743e+01,1.175162295829172443e+01,1.140210307726757399e+01,1.159017201851712997e+01,1.152925867139071059e+01,1.148448041220956739e+01,1.158237636790726555e+01,1.144920353641485633e+01,1.160404746751730620e+01,1.145870917050807059e+01,1.161011486953826122e+01,1.166747742746961691e+01,1.402384868368892690e+01,1.402384868368892756e-01,1.166740715000000073e+01
1.098294057638454779e-02,4.085932611596430064e-01,1.540636006392636315e+00,4.450377609034047444e-01,1.100000000000000000e+01,1.100000000000000000e+01,3.691509535805452380e+00,7.359069512463967122e+00,5.631135278727320781e+00,7.244129927824956461e+00,6.268139108852826880e+00,7.197580904903802868e+00,6.417087561907130144e+00,7.137620090413951957e+00,6.518739323031833344e+00,7.088909111996106738e+00,6.582094850438246603e+00,7.062490878876508837e+00,6.626447801114474956e+00,6.880556203812642657e+00,9.087308631161310046e+00,9.087308631161310213e-02,7.140795965999999773e+00
-1.874143471948852557e-02,1.289464404260395547e+00,1.516828882763213926e+00,1.531770023460630625e+00,1.100000000000000000e+01,1.100000000000000000e+01,5.842918401280609686e+00,8.661918322391819913e+00,7.979316276003468822e+00,8.683589652656266367e+00,8.662903999757459061e+00,8.832551875981074829e+00,8.663675832546349653e+00,8.854692993634412090e+00,8.643638850113879002e+00,8.840545411793122810e+00,8.705246609008266745e+00,8.812608578822924699e+00,8.737790769971015337e+00,8.721502714290574332e+00,1.413985283119842506e+01,1.413985283119842395e-01,7.885188263999999947e+00
